year,indicator,Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Cote d'Ivoire,DR Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Mauritius,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Seychelles,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2010,Remittances,192442121.8,20944614.4,144294790.8,21481523.2,129793689.6,42716708.9,130434494.3,122408399.3,0.0,0.0,91760528.5,34192637.8,389267201.5,23916282.0,43158038.9,12856579977.9,0.0,0.0,43291124.1,878806121.3,37124651.9,118811177.2,106873408.6,75902308.4,56016144.4,992085652.7,575352284.4,461372921.4,0.0,514854695.7,16067817.4,569365797.5,0.0,844057.6,6228981958.0,116589552.4,64160561.6,137594957.1,19220630570.7,101256292.0,13141416.5,1517441967.0,20501455.3,37812861.7,,883252950.9,,1197689647.6,429464613.7,334653750.7,1917220924.1,841948690.4,39552359.0,2265582278.1
2010,FDI,2251841489.7,-3760992354.1,55318784.0,210164102.5,41881787.0,966519.7,115778598.1,570955878.7,88056542.7,278523495.5,8781884.3,1570721694.3,373259221.6,4177428041.5,48261713.2,6592493203.1,3556775087.4,104480865.1,107384476.7,580851486.2,506155705.1,38139917.2,1988238605.2,0.0,32030201.1,257606224.1,8970615.7,3237540527.6,1625890549.9,1030427856.2,71608417.2,447511692.6,154219261.2,445621262.5,1203236453.5,1267282673.4,266561774.4,815430927.5,5866286212.6,205602242.3,104499256.8,279142475.4,188527770.8,203867797.5,,3049906907.0,,1698142067.5,2261787368.1,124220700.4,1240020115.6,594083273.2,1566699625.1,196518976.5
2011,Government Expenditure,66859652883.2,37794751672.6,1496159583.9,4828016204.1,2375420544.9,1104238363.6,573733616.6,5413048740.1,452074561.2,2132489544.4,131585285.4,3868125443.3,4496705874.5,5013378175.9,553400591.9,73826589642.0,6215684718.8,751469199.4,876612281.9,11000844621.9,3284890428.1,240825883.4,7583743019.4,1906337466.9,214941186.2,13892097049.8,1404474056.5,991038397.1,13519546922.1,1379150217.2,1288694543.3,2732485965.1,1181964492.4,2520590582.0,32159303558.9,3528869774.5,4228391670.4,1258799795.6,65179293759.6,1552666890.8,221695851.7,3899851310.3,439481278.7,503988333.7,,99767921266.2,2553736453.4,9542542167.0,8077095001.3,924599691.8,11729077799.8,3824603839.6,3784395412.8,5123355616.9
2011,ODA,156968252.9,174403820.3,639115167.4,101892339.4,945044421.9,669870100.9,232207680.9,606204243.0,352443876.5,358136406.8,53866209.6,231610854.4,1381697771.0,7663161611.0,177870219.0,413364753.4,25988312.5,148259068.6,92358781.2,6921971289.4,56764091.1,140105569.6,1301061768.2,354542517.6,129450961.3,3652097142.3,233110298.4,1081575449.8,454078580.6,443477217.1,538428490.3,1296499124.2,390502599.9,173970295.2,1351852126.5,1725153682.4,246136874.9,604747033.0,1646963053.1,1153998708.2,133936920.8,993129462.8,26993785.9,337684984.7,1744752949.6,1082775788.0,307893502.6,1372372195.1,3042271375.5,508121426.8,808663979.1,1660454418.8,853932230.7,1129757446.0
2011,Remittances,164696765.5,185080.2,163611220.5,17549453.5,212752909.5,53219669.0,163391569.8,217434748.5,0.0,0.0,105274031.5,55168650.9,381651687.3,1563426637.9,40706003.8,13973899849.9,0.0,0.0,47267147.7,1065929823.1,17811582.3,94318013.6,1539632395.1,113140673.5,55915991.4,1376301442.3,589503668.2,742101242.7,0.0,332166942.0,17078134.3,803022532.1,0.0,486238.6,6810989401.9,108304784.7,69675989.6,155862779.2,18761154374.9,159141749.6,12543069.0,1521831029.5,30013870.0,46851303.7,0.0,897879775.9,0.0,649183794.0,510274206.5,229013425.4,1751960062.4,861655824.3,38237404.2,3001110263.9
2011,FDI,2087419554.4,-2733270454.2,153269809.8,252115233.8,138435000.4,3927397.0,94451986.1,646995474.1,48398853.2,220597500.8,22498695.5,264803504.1,290207823.3,2213097039.0,99376159.4,-470892222.1,2090709524.1,43340855.4,73467487.8,1244696770.4,918308924.5,37245652.1,2342359813.8,1677042982.0,26851682.7,2137014615.5,55536594.3,2959887028.2,0.0,808600767.6,548189472.8,569562733.6,602295491.0,405981597.8,2366625502.4,3060250065.0,710958422.2,1001097719.1,8045319895.1,102433511.0,58606237.9,318922068.6,170185209.5,757182446.7,161936344.6,3208316667.8,,1366052990.0,1531658517.1,682683004.4,378156162.2,944062092.6,915927801.0,538314760.2
2012,Government Expenditure,73028247352.3,40811538634.0,1515755891.5,4818352804.8,2804881074.7,1026408595.4,604366912.4,5437118018.1,486325905.7,2477035972.8,152630649.5,4677687776.5,6097734936.8,5333761321.7,607720176.3,72116326391.1,8619677769.5,787804549.5,994634544.9,10921396746.9,3751202730.6,292894480.8,9255111016.3,2522540629.7,158313923.2,15956660974.1,1427076669.0,1107368382.3,25100298894.6,1358732649.4,1449738843.8,2046656922.6,1561544529.1,2474910356.2,34517142001.9,3697147669.4,4046237722.8,1510599046.3,58317623795.9,1678793358.9,202407324.1,4007307935.9,484705414.8,548874948.6,,104190269443.0,1924199306.7,7159292457.3,8736423508.5,1031407792.5,12426108962.9,3897207031.0,4556733968.3,5246908472.9
2012,ODA,118318972.9,208660539.2,485071144.7,68152297.6,1134419286.4,614238660.0,245695610.1,627363250.9,304489711.9,397120091.5,102722525.6,120770624.7,2970679134.6,3765619105.4,179203478.0,1521341378.5,15805233.3,140985795.0,69425095.7,5039336856.9,62765431.0,150467210.3,1332764373.2,1079198429.9,93342540.5,3397647423.1,275051250.3,762879351.1,60005797.1,375480161.7,1074124893.6,1053786058.6,441932053.9,169098450.1,1467374160.3,1632462093.1,223952306.1,859476115.2,1633484424.0,784283004.8,87782085.7,1061919715.1,41165013.2,312223569.4,1541991224.2,893245449.0,640747992.9,1214982243.1,3176331300.8,244333821.0,946981343.9,1577193420.2,782643015.7,1504937482.0
2012,Remittances,172548173.8,34560213.5,198432906.6,16884779.8,206718808.4,54412391.6,177009764.7,221046069.0,0.0,0.0,111410126.1,58902979.1,374953214.1,1132334735.5,40154353.3,16137998393.1,0.0,0.0,68592859.9,970114821.0,20590397.1,115139631.7,1596611374.7,112970281.6,53034164.2,1550546795.6,552132073.8,736107480.9,0.0,336765046.8,25963803.5,875791495.3,0.0,824955.6,6491246218.8,137193501.4,71073782.4,146439406.1,17512267189.1,162814305.3,11009794.9,1555917037.9,20930863.4,45819354.6,0.0,908921097.5,0.0,528758378.2,439089078.7,343690991.4,2099135129.7,876952372.9,59580103.0,3175755726.0
2012,FDI,1205037118.3,-1254505420.8,268904227.7,136252509.3,324166760.7,708863.6,128038945.1,554027768.5,93522429.9,484598871.3,10488795.2,-59682860.3,337333247.8,3825735606.2,132776970.9,2347075237.8,1077661428.2,42883654.1,20513017.6,432823423.1,617469062.5,44587424.0,2440306336.2,1031829317.2,7699036.4,1767123008.0,56405551.4,3109592070.0,981499749.1,830246314.9,-8151478.7,421102123.4,1494818075.4,563742847.2,2834679478.3,4440351099.7,924016536.4,811337026.3,6026910467.9,240661579.8,38907248.1,272601502.8,726409996.8,512939414.5,167096010.4,3876959394.1,86962745.1,2051217740.1,2025445267.1,121141606.4,1439996733.6,1157461669.2,1415828782.6,525666554.1
2013,Government Expenditure,63258022507.7,42650561218.3,1699854849.2,4825894215.5,3306797378.2,997349532.0,594413639.4,6392536416.7,285892975.9,2501737098.3,159093166.6,6422155264.4,6545487129.4,5208534247.2,646222665.0,83926234281.8,6872222580.9,693601026.4,1098876620.2,12801520155.9,5730646907.3,270738428.0,9738873842.8,2438639836.1,156437746.7,17411030207.5,1457639185.1,1074295099.6,38395841402.3,1533140045.8,1683164351.2,2663575281.0,1518037152.7,2739075192.9,33742867332.1,4427993852.3,4671827182.4,1954768012.7,58581132562.2,1871494876.6,144851390.5,3946419793.5,504959416.2,510124803.9,170601727.0,107865488817.8,1962388969.0,6786436123.8,8954803285.6,1170328815.2,13827798787.3,4107840895.5,5263242206.3,5485793783.0
2013,ODA,167392041.7,240438064.2,601923182.1,108417573.5,1017526567.8,652689387.9,232754348.2,741963173.7,255765247.4,387795702.8,78099906.7,127368767.1,1218303907.4,3228821601.7,175924594.8,4639973003.8,4952008.8,86945231.9,100684897.4,6018719347.2,81910487.2,128621437.0,941629443.6,730309865.4,119901367.9,4018902428.2,341564384.7,689894873.3,89363754.4,485056629.9,1203411093.9,1422604295.9,303506343.0,138697230.6,1926558259.6,1877722356.4,261628568.2,746810784.3,2023198773.6,993907954.5,81446590.9,939086143.7,27588365.8,297682488.4,1531882205.0,1205610578.1,725109939.6,1262083135.0,3581389914.3,214700827.9,659129128.4,1620875848.5,894707906.4,1136669299.6
2013,Remittances,172478683.8,30850416.7,226838543.1,36355617.4,300336764.0,56808810.3,167016466.3,240883012.3,0.0,0.0,0.0,60784358.0,368113117.3,1251236298.7,46897998.5,15010422855.0,0.0,0.0,64211656.7,1290369332.0,15522700.2,125791558.1,1321508397.6,145284081.2,72405858.3,1585127430.0,493081910.5,531324114.2,0.0,347562711.3,36267903.0,910797500.8,0.0,526162.6,6600450918.1,123745209.3,64247566.3,136672313.3,16725476211.9,155725040.1,40256167.7,1678866078.2,12953379.9,46177143.9,0.0,903417151.5,0.0,518712979.6,398411722.5,377065960.7,2112533897.2,898420357.6,42171200.4,2596386408.2
2013,FDI,1392234651.3,-5995388231.1,328535338.0,67791836.0,477473992.6,136332267.3,84778789.6,540127338.7,2336455.7,439177118.5,4068583.3,1584926215.6,389938506.3,2121199910.4,337120402.7,3528645871.6,623491805.2,46898672.3,69912841.9,2081670126.4,304341881.8,78272753.6,2287838239.0,296785.0,22293168.7,1359741744.5,53714910.5,2572865685.8,486946787.9,549729118.6,479603111.6,313459203.3,1159495141.9,279192315.7,3223552483.4,5437756776.6,778825692.7,673786197.8,4473775932.6,213883664.2,18429423.7,294023232.2,57640835.0,284818890.8,374770643.6,7662244685.0,-410928437.1,1413260678.2,2177330051.0,174173336.3,976364993.4,1046780056.3,1640434544.4,512403622.1
2014,Government Expenditure,73976940286.5,43991872576.8,1726713543.4,5564646287.8,2858109509.8,850964505.9,538746428.7,7062589103.7,384715157.4,2577205077.7,159168684.3,7851013122.4,6832336557.4,8102716201.4,749299206.8,89327343869.0,7448607857.6,598732025.1,1248847627.6,13903714566.4,4100061500.7,294939567.1,9739217143.9,2741661237.7,292067975.5,18438504343.2,1277347772.9,1319350607.9,24142513616.0,1566002133.7,1569698211.3,2889676011.1,1881113283.4,2727660652.1,34925574418.7,5967670593.1,5407257440.6,2409938390.4,58847720223.6,2087416403.2,148832117.6,4383708587.9,457604649.3,601200604.5,202342276.6,110945182044.0,2848607842.5,6261964781.4,8793252581.5,1329071263.8,12815123728.9,4429373432.4,5580003594.8,5490029668.4
2014,ODA,134593187.0,194932480.4,547478636.6,97842851.9,1099991394.2,569519308.6,219837286.2,828076953.8,688151089.1,328207287.5,71404498.7,95803710.3,851233528.1,2928709269.7,193346751.7,2898905165.6,563196.8,88629747.4,77437341.4,5261801341.3,105469604.0,126856658.4,961078042.2,870452964.7,123461411.8,3067356061.2,110304350.3,957047072.7,147429412.9,585778188.6,938126736.8,1241549841.1,310241144.2,41427328.9,2140833858.0,1759502345.1,235398683.2,863946771.6,1919574373.4,954315776.0,58006140.4,1062494949.5,12096731.9,621986013.2,1507909764.9,1069447463.4,1017843539.1,667620692.8,2696021721.7,200180122.7,849518081.7,1610545327.0,843045953.1,1047404492.8
2014,Remittances,2055049668.5,25647976.2,278306058.3,45414283.9,388063879.7,62170412.6,187147061.9,274056569.0,0.0,0.0,152257310.0,37528659.6,356319515.4,923036514.7,44090645.7,16037068093.5,0.0,0.0,85913986.3,2637357322.9,27931058.0,174179747.8,1718129459.3,187696219.0,103494455.7,1660856295.9,404488065.7,653701810.0,0.0,343066742.1,38775123.0,925748110.0,0.0,303841913.1,7443386706.8,129885884.1,83997158.2,206229929.8,16262932082.4,169276541.0,37607054.7,1851157671.5,15197482.2,42482906.0,0.0,906661045.3,1028980.2,386641765.2,396170744.3,406036491.2,2160504000.2,875041746.0,49261659.0,2622017177.8
2014,FDI,1258789205.2,3028881465.6,370640958.0,507266947.1,349864337.4,90331014.8,171573407.0,702078471.0,3913797.8,-565710960.2,4462956.3,2608573512.7,404301851.8,1829905929.1,178085078.5,3779491756.0,181820707.2,48963749.4,23116112.7,2723500266.9,1197264447.2,29095982.9,2878099354.9,-114013701.8,32310190.4,946290680.9,97221660.5,640768940.6,0.0,371387740.5,602561309.0,144881138.1,598074681.6,423250124.2,3369088261.8,4176333023.3,463661364.2,774695112.4,3635178245.8,289510871.7,37133436.0,386305902.8,109228895.2,255243805.1,354818306.9,5748909325.5,536784.2,955070450.0,1440398168.8,51264808.2,943478289.3,1043574089.0,1274036776.5,651107510.7
2015,Government Expenditure,85877393505.6,32949850416.2,2242706103.3,5480375673.6,2889441060.1,665738806.2,561320130.0,7460648004.1,311123893.7,2188667730.4,211207074.8,6438035524.0,8066530790.7,8099810023.0,1163307514.7,86057629175.4,8906749529.7,684476948.9,1364692273.6,15211007341.8,3989812417.4,316544915.0,8834299676.7,3057000710.7,290324688.1,19686613943.6,1362154553.7,1464975187.2,21348017365.7,1676033657.6,1726262723.0,3209181483.3,2128158843.2,2988518801.5,33753389771.8,5163162014.0,5891717848.5,2579576195.3,49941103328.4,2198927401.8,173704527.2,4631927751.4,465227904.4,561840200.4,166973081.2,115643848307.0,2604377067.3,6018751335.6,9260434861.0,1446991620.8,12825485429.0,5333820161.8,6526612154.1,5608785241.7
2015,ODA,79621392.7,398417661.0,473643892.0,70201395.3,1197464816.2,339676120.4,171282563.2,766465027.0,639668997.7,660840072.2,75518802.1,116445879.2,696623436.1,3222278700.9,198298502.3,1984704279.0,12171117.0,101376358.1,92530412.3,4507723622.2,123118427.5,135957743.0,1698874884.4,864406188.1,111350055.2,2902838716.9,103388681.4,1396843002.7,128839662.9,769707751.8,1029897172.7,1405214294.8,442067691.0,82259710.3,1633533477.4,1801471554.8,167749984.1,955600534.8,2231652672.2,1053813583.3,78246534.1,987181565.2,7076831.8,603319010.1,1688172678.8,1570713700.3,857612006.6,730642177.3,2945249094.5,219073093.2,506206747.0,2089454366.8,886331222.7,1079051836.1
2015,Remittances,2235839378.3,11651574.6,232628844.4,32182550.9,461750141.4,47251275.1,224543357.1,278938752.9,0.0,0.0,151273922.6,39072880.3,359531154.8,1446245143.4,45419076.0,14406839836.2,0.0,0.0,95668440.1,1512813346.0,23005923.9,183833345.1,4780933015.4,209262421.9,99479449.9,1849084805.4,443282093.7,835232249.3,0.0,371322598.2,40707303.9,955329405.5,0.0,234524916.7,7427595323.6,141492975.1,54990244.7,188572904.0,18930460529.4,154039112.3,31905737.9,1995885383.1,19230852.5,30685315.7,0.0,912669372.2,583091997.3,114069698.6,441857920.0,399488852.3,2012470459.7,1150691613.2,52275117.9,2801463622.7
2015,FDI,-601993856.0,10512598155.7,162450712.1,405478049.7,278141935.4,45938356.9,107375974.6,801290119.5,3941113.4,609813993.2,5663278.5,5612270509.2,528432907.2,1445193583.1,164494534.0,5444369412.6,379149112.5,53238779.9,31464231.3,3655455189.0,51984073.6,85884687.8,3063210673.2,85370857.7,21751845.3,730227852.4,246863894.4,296965816.4,0.0,372702671.4,282291377.3,322203336.4,673214346.6,227053577.0,3499844334.4,3830824523.0,988354716.8,581893883.8,2812275600.6,156829488.9,44591037.7,464597705.5,110529669.1,160828051.0,405784966.9,1682268385.1,76808.9,1302281623.9,1716099109.1,283201461.1,990753086.6,940866858.7,1758558437.8,546445476.9
2016,Government Expenditure,80520634084.8,26157043199.3,1969694690.3,5299840044.6,3256335732.2,644776993.5,553962922.1,7839510387.8,282841960.5,1619136124.9,216467956.8,5774661689.4,9209851308.1,6960257539.0,969964798.9,89081992840.1,5434649464.8,728108084.5,1404001464.4,16984410558.5,3999118731.2,319301864.1,9754163578.8,2518895945.5,291697045.6,21822400149.2,1451086143.5,1387801397.6,16516179211.7,1812113066.9,1785815242.4,3610960679.6,1750042086.0,3049787335.5,34093987924.2,4762984282.7,5635669746.5,2178926448.5,43402161869.5,2202547630.8,171371200.9,5144448088.0,562205762.7,672450530.8,185275761.5,115428422702.2,3661667291.1,5078774364.7,9757879517.2,1508199651.4,12859678107.5,5306584286.0,5861812160.3,6497410186.8
2016,ODA,173187062.2,242352135.8,540972187.3,93296412.9,1207876588.5,716617891.9,129508668.5,869306307.4,648061945.9,689869304.0,60752336.8,118527523.4,667846335.9,2758692375.3,211299308.7,1994985683.0,12026708.5,70558824.3,158659909.0,5369718579.7,54338377.0,103145495.8,1151753692.8,1028828419.0,224770458.9,2518624218.3,136230843.6,976611692.1,141291098.1,701761543.7,1452093492.8,1394348646.9,402415288.6,43978451.2,2207248997.8,2107257837.8,214261440.2,1035637723.1,2745137063.7,1159430349.9,71504689.9,824693866.1,6061186.6,518121072.2,1600473363.1,1408092028.1,3724881534.3,634797105.6,2687054160.3,182544665.7,689041823.7,2103677396.2,1129313512.8,874192075.5
2016,Remittances,2383072613.2,4679765.9,239531338.7,25363708.6,466234051.0,30180144.5,237545502.3,309011661.9,0.0,0.0,131954674.2,10497981.8,371383116.0,778769007.8,45870502.9,15216353972.5,0.0,0.0,105767230.8,1015258067.1,18278166.7,163345057.6,2602775687.8,94654502.6,64445075.4,2007910241.4,551304715.5,691617898.4,0.0,337800917.9,45673602.1,957104843.9,0.0,201576517.5,6832103773.1,128285420.5,83694358.0,191769243.0,21645087428.1,173860480.0,27429649.3,2233764742.1,23081649.2,43519647.7,0.0,901244311.2,2541884291.5,120363805.6,466641592.1,398361692.2,1940131065.9,1367820499.4,44945897.4,2479986287.1
2016,FDI,1962823350.6,-210654522.9,142373961.7,146812931.7,458312550.6,53478.4,141951579.6,762779901.0,9279335.4,270311434.8,4034886.2,68908945.5,626722411.5,1223468625.7,182397951.2,6635464453.9,93847973.5,55231657.0,28856327.7,5446717072.8,1623701977.2,78298379.2,3044208474.2,2936381587.7,16241326.7,540387237.0,96316493.9,371602862.7,0.0,610609501.0,135314002.9,412437053.6,355067863.8,393421659.1,2304702099.1,4297788045.9,451620971.8,327640780.4,3794614448.4,281926126.0,35465181.0,532799266.7,71424543.9,103517689.9,446213547.4,2642894972.1,-18424553.7,834612379.4,1001653393.5,-50242727.6,663208321.5,746783241.2,774501496.9,458326262.8
2017,Government Expenditure,79944802494.0,28558621186.3,2399406318.0,5608605821.2,4170166278.7,691605109.2,611895913.2,7732268667.3,338021420.5,1637146570.2,224049346.0,3774121976.0,10069260505.6,5178955786.9,882127872.0,89970085803.8,3698765670.2,899840041.9,1467260227.1,18795909499.6,3331314326.8,408129399.5,9322697024.9,2986691124.9,269790901.3,22498644773.2,1311300467.1,1395426955.0,18180907930.4,2077486017.7,1974434547.1,3915811771.3,1811938337.9,3208250114.9,34890256650.2,4945282591.4,5087751690.1,2305293312.0,53747544471.0,2285034216.8,151826989.1,5179649555.0,558847735.9,700425065.7,323984144.0,116573560406.9,4099694797.6,6572665919.8,10210574198.7,1109425269.2,13877944112.0,6144515306.3,6332443989.9,8284858253.9
2017,ODA,202759508.1,216750996.2,722533057.2,102541220.8,1005181973.4,394403987.7,134692253.2,1356095047.3,602794945.5,708432515.6,74188771.4,128376660.1,879953820.3,3009818238.8,161644170.7,39501406.4,10467603.0,87470367.4,140102231.6,5609307309.2,131054970.4,328122787.2,1109523928.8,787573795.6,114972733.5,2702531892.7,156735176.1,756508672.7,334775626.2,822063822.6,1598866217.3,1512730178.6,381490383.6,14504742.2,2569242093.0,2324591373.4,197444342.3,1294315746.1,4003857065.5,1211851240.9,58803991.3,997729475.7,16760212.4,435729212.8,2399848409.3,1038983922.2,7757496647.9,904640975.0,2992804869.2,368357420.8,930228396.9,2417591240.6,1019665164.6,978702920.0
