date,Africa (median),Algeria,Angola,Botswana,Burkina Faso,Burundi,Cabo Verde,Cameroon,Central African Republic,Chad,Comoros,Congo Republic,Côte d'Ivoire,DR Congo,Djibouti,Egypt,Eswatini,Ethiopia,Gambia,Ghana,Guinea,Guinea-Bissau,Kenya,Lesotho,Liberia,Libya,Madagascar,Malawi,Mali,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Rwanda,Sao Tome and Principe,Senegal,Sierra Leone,Somalia,South Sudan,Sudan,Tanzania,Togo,Tunisia,Uganda,Zambia,Zimbabwe
2022-11-07,24.09,10.98,8.83,9.7,48.9,30.09,15.42,29.71,33.19,27.07,18.79,33.22,15.14,46.14,14.48,9.82,26.76,17.53,13.06,19.51,56.37,28.62,20.37,41.23,30.0,15.7,30.57,14.53,54.89,35.4,12.78,25.76,10.81,63.89,24.09,21.1,15.18,13.22,48.63,76.67,55.4,19.09,9.97,26.87,10.89,30.14,10.7,33.06
2022-11-08,24.11,10.98,9.05,9.7,48.41,30.09,15.42,30.17,33.02,27.11,18.79,33.57,15.37,46.14,14.48,9.8,26.72,17.81,13.06,19.51,57.18,28.62,19.94,41.17,30.0,15.67,30.69,14.66,55.03,34.91,12.78,25.84,10.84,64.39,24.11,21.08,15.18,13.22,48.08,76.65,55.4,19.09,10.06,26.87,10.89,30.24,10.26,34.04
2022-11-09,24.01,10.98,8.79,9.7,47.63,30.09,15.42,30.23,33.09,27.25,18.79,33.53,15.31,46.28,14.48,9.73,26.72,17.51,13.06,19.5,57.12,28.62,19.72,41.18,29.96,15.67,30.62,13.7,55.21,34.88,12.78,26.58,10.59,64.82,24.01,21.08,15.18,13.24,48.15,76.69,55.4,19.09,10.1,26.87,10.89,30.26,10.58,33.24
2022-11-10,24.01,10.98,8.7,9.7,47.6,30.09,15.42,30.34,33.42,27.26,18.79,33.5,15.48,46.39,14.48,9.73,26.66,17.33,13.06,19.5,57.11,28.62,18.94,41.18,29.95,15.67,30.79,13.76,55.22,34.53,12.76,25.93,10.6,65.39,24.01,21.08,15.18,13.24,48.14,76.82,55.4,19.09,10.09,26.87,10.89,30.26,10.67,32.89
2022-11-11,24.02,10.98,8.6,9.64,47.8,30.49,15.41,30.31,33.25,27.33,18.84,33.38,15.48,46.89,14.44,9.72,26.75,17.62,13.06,19.5,56.96,28.68,19.24,40.77,29.03,15.62,30.53,13.58,54.82,33.64,12.83,26.27,10.43,65.57,24.02,21.04,14.99,13.22,48.55,76.86,55.48,19.28,10.23,26.8,10.89,30.13,10.32,33.25
2022-11-12,24.08,10.98,8.37,9.64,47.91,30.49,15.41,30.34,32.82,27.43,18.84,33.33,15.46,46.44,14.44,9.71,26.78,17.62,13.06,19.5,56.76,28.68,19.21,40.77,29.03,15.62,30.46,13.86,54.79,33.58,12.83,27.0,10.46,65.71,24.08,21.04,14.99,13.22,48.21,76.77,55.48,19.28,10.26,26.8,10.89,30.5,10.18,33.72
2022-11-13,24.16,10.98,8.46,9.64,47.99,30.49,15.41,30.47,32.52,27.43,18.84,33.63,15.44,46.28,14.44,9.64,26.75,17.64,13.06,19.5,56.57,28.68,19.65,40.77,29.06,15.62,30.39,13.63,54.92,33.74,12.83,26.72,10.3,65.87,24.16,21.04,14.99,13.23,48.35,76.83,55.48,19.15,10.21,26.8,10.89,30.5,10.09,33.72
2022-11-14,24.14,10.98,8.21,9.64,47.93,30.49,15.4,30.23,32.93,27.64,18.84,33.39,15.33,46.4,14.44,9.66,26.75,17.65,13.06,19.5,56.64,28.68,19.72,40.77,29.09,15.62,30.33,13.5,54.68,33.84,12.83,27.04,10.25,66.31,24.14,21.04,14.98,13.22,48.88,77.45,55.35,19.15,10.27,26.8,10.89,30.64,10.81,33.49
2022-11-15,24.12,10.98,8.16,9.64,47.82,30.49,15.4,30.72,33.12,27.62,18.84,33.15,15.27,46.14,14.44,9.61,26.75,18.4,13.06,19.5,56.77,28.68,19.92,40.77,29.12,15.62,30.42,13.67,54.8,34.74,12.83,26.67,10.15,65.95,24.12,21.04,14.98,13.22,49.18,77.57,55.35,19.17,10.19,26.8,10.89,30.7,11.23,33.28
2022-11-16,24.09,10.98,8.2,9.63,47.46,30.5,15.41,29.86,33.43,27.74,18.79,32.76,15.02,46.07,14.46,9.61,28.19,17.51,13.1,19.54,56.34,28.71,19.98,41.16,29.12,15.58,30.42,13.63,54.57,34.35,12.81,26.17,10.2,66.33,24.09,21.04,14.98,13.22,49.49,77.67,55.36,19.15,10.18,26.64,10.89,30.67,11.43,33.31
2022-11-17,24.11,10.98,8.16,9.63,47.42,30.5,15.41,30.18,33.8,27.96,18.79,32.45,14.59,46.21,14.46,9.6,28.19,18.54,13.1,19.54,56.22,28.68,19.33,41.16,29.12,15.58,30.46,13.69,54.52,34.39,12.81,26.37,10.14,66.38,24.11,21.04,14.91,13.22,49.5,77.69,55.36,19.17,10.17,26.62,10.89,30.7,11.84,33.41
2022-11-18,24.14,10.98,8.22,9.63,46.86,30.49,15.41,30.74,33.71,28.25,18.79,32.49,14.55,46.06,14.36,9.61,28.19,18.94,13.1,19.55,56.59,28.62,19.27,41.16,29.12,15.58,30.55,13.51,54.63,33.67,12.81,26.17,10.32,66.65,24.14,21.04,14.91,13.22,49.99,77.77,55.42,19.17,10.1,26.56,10.89,30.7,11.91,33.43
2022-11-19,24.15,10.98,7.62,9.63,47.46,30.49,15.41,30.28,33.76,28.52,18.84,32.33,14.67,45.82,14.46,9.61,28.2,18.93,13.1,19.57,56.74,28.62,19.33,41.16,29.12,15.58,30.56,13.31,54.77,33.36,12.81,25.89,10.47,67.16,24.15,21.04,14.91,13.22,50.41,77.88,55.42,18.62,10.13,26.54,10.86,30.7,11.59,33.45
2022-11-20,24.1,10.98,7.63,9.63,47.17,30.47,15.41,30.35,34.18,28.71,18.84,31.37,14.59,45.5,14.46,9.6,28.27,19.81,13.1,19.65,57.15,28.62,19.03,41.16,29.12,15.58,30.56,13.86,54.32,32.85,12.81,26.0,10.32,67.67,24.1,21.04,14.89,13.22,50.81,77.9,54.74,19.17,10.12,26.53,10.86,30.71,11.82,33.92
2022-11-21,23.96,10.96,7.78,9.63,47.59,30.63,15.41,30.52,33.93,29.0,18.77,31.22,14.56,45.41,14.47,9.59,28.61,20.16,13.15,19.6,56.44,28.59,18.93,41.55,28.65,15.6,30.6,13.53,54.1,32.16,12.83,25.82,10.26,67.7,23.96,21.04,14.87,13.22,49.59,77.97,54.79,19.25,10.2,26.68,10.85,30.72,10.94,33.06
2022-11-22,23.98,10.96,7.64,9.63,47.72,30.63,15.37,30.81,33.38,29.21,18.77,31.31,14.59,45.45,14.47,9.62,28.67,20.15,13.09,19.6,56.2,28.59,18.99,41.6,28.65,15.75,30.42,14.04,53.39,32.19,12.84,24.05,10.23,68.36,23.98,21.04,14.84,13.22,48.91,78.09,54.79,19.25,10.31,26.65,10.84,30.72,11.16,33.04
2022-11-23,23.95,10.96,7.68,9.63,47.55,30.63,15.37,31.06,32.81,29.45,18.77,30.7,14.52,45.5,14.66,9.66,28.67,20.14,13.08,19.65,56.05,28.57,19.01,41.6,28.65,15.79,30.18,14.66,53.78,32.72,12.85,24.81,10.42,68.29,23.95,21.02,14.84,13.22,48.16,78.21,54.76,19.3,10.28,26.57,10.83,30.72,11.69,32.6
2022-11-24,23.98,10.96,7.79,9.63,47.3,30.62,15.36,31.35,32.95,29.69,18.77,30.07,14.56,45.46,14.67,9.76,28.67,20.17,13.08,19.65,56.51,28.54,18.92,41.6,28.65,15.79,30.14,15.61,53.89,33.04,12.85,24.93,10.48,67.85,23.98,21.02,14.81,13.21,47.76,78.1,54.76,19.33,10.25,26.53,10.83,30.73,11.81,32.25
2022-11-25,24.14,10.97,7.73,9.59,47.06,30.63,15.33,32.31,32.92,30.05,18.83,30.12,14.5,45.51,14.64,9.76,28.62,19.9,13.09,19.78,56.9,28.62,18.6,40.56,28.73,15.92,30.04,15.92,53.93,32.8,12.86,24.69,10.53,68.06,24.14,21.03,14.81,13.2,48.36,78.25,54.86,19.34,10.22,26.47,10.83,30.71,11.77,32.45
2022-11-26,23.82,10.97,7.69,9.59,47.67,30.63,15.28,32.37,32.83,30.33,18.83,29.86,14.69,45.58,14.46,9.76,28.62,19.04,13.09,19.78,56.47,28.63,18.47,40.55,28.73,15.95,29.98,16.03,53.56,32.6,12.86,23.82,10.31,68.14,24.08,21.04,14.81,13.2,47.9,78.19,55.56,19.35,10.09,26.42,10.83,30.71,11.88,31.85
2022-11-27,24.07,10.97,7.77,9.59,48.31,30.63,15.18,31.71,32.51,30.63,18.83,29.18,15.07,45.82,14.63,9.76,27.18,18.83,13.04,19.78,57.02,28.6,18.3,40.22,28.73,16.0,30.02,15.32,53.84,32.27,12.87,24.07,10.32,68.55,24.14,21.04,14.81,13.2,48.26,78.39,55.56,19.35,10.26,26.45,10.75,30.71,11.65,32.46
2022-11-28,23.23,10.97,7.83,9.59,47.97,30.65,15.14,31.69,32.09,30.81,18.83,28.14,14.96,45.66,14.46,9.79,27.13,18.25,13.02,19.65,57.19,28.63,17.9,40.22,28.71,16.01,29.99,15.72,53.22,31.44,12.87,23.23,10.35,68.54,24.19,21.02,14.81,13.2,48.0,78.25,53.8,18.31,10.2,26.45,10.75,30.73,11.45,32.96
2022-11-29,22.9,10.97,8.14,9.59,48.03,30.65,15.12,32.2,31.91,31.09,18.83,27.94,14.89,45.91,14.46,9.8,27.13,17.84,13.02,19.65,56.75,28.63,17.66,40.22,28.71,16.01,29.81,16.28,52.8,30.92,12.87,22.9,10.34,68.58,24.17,21.02,14.7,13.2,48.72,78.11,53.8,18.31,10.22,26.45,10.75,30.75,11.7,32.79
2022-11-30,22.79,10.97,7.88,9.59,48.01,30.65,15.13,32.96,32.0,31.47,18.83,28.08,14.99,45.83,14.46,9.8,27.12,17.32,13.02,19.65,56.74,28.63,17.14,40.22,28.66,16.01,29.83,16.74,52.74,30.62,12.87,22.79,10.32,68.78,24.26,21.02,14.7,13.2,48.04,77.35,53.8,18.31,10.32,26.45,10.7,30.74,11.69,32.65
2022-12-01,22.08,10.97,7.94,9.59,47.57,30.64,15.13,32.21,31.57,31.68,18.86,28.27,14.98,45.8,14.41,9.78,25.65,17.17,12.98,19.48,56.34,28.71,17.36,40.13,28.73,16.03,29.71,16.57,53.2,30.9,12.88,22.08,10.53,68.8,24.19,20.99,14.66,13.2,47.6,77.45,53.86,18.27,10.38,26.52,10.7,30.73,11.55,32.3
2022-12-02,22.62,10.97,7.96,9.59,47.51,30.64,15.13,32.72,32.17,31.65,18.86,28.27,14.88,45.93,14.41,9.78,25.65,17.35,12.98,19.48,55.94,28.71,17.8,40.13,28.73,16.03,29.75,16.65,52.87,30.87,12.88,22.62,10.16,68.36,24.17,20.99,14.66,13.2,48.14,77.44,53.86,18.27,10.28,26.52,10.7,30.73,11.24,32.16
2022-12-03,21.76,10.97,7.91,9.59,47.81,30.64,15.13,31.78,31.64,31.68,18.86,28.23,15.0,46.03,14.49,9.82,25.69,17.43,12.99,19.51,56.34,28.67,18.12,40.14,28.74,16.03,29.56,16.56,53.12,30.61,12.88,21.76,10.15,68.19,24.23,21.04,14.66,13.27,48.16,77.44,55.93,19.37,10.2,26.53,10.7,30.72,11.23,32.36
2022-12-04,22.22,10.97,7.83,9.59,48.1,30.62,15.12,32.4,31.0,31.79,18.86,27.34,15.19,46.03,14.49,9.82,25.72,17.33,12.89,19.51,56.21,28.65,18.14,40.16,28.72,16.05,29.51,16.4,53.22,30.17,12.88,22.22,9.93,68.5,24.26,21.04,14.66,13.28,48.62,78.09,56.09,19.39,10.09,26.53,10.68,30.73,10.89,32.45
2022-12-05,22.17,10.97,7.85,9.59,47.89,30.64,15.12,32.49,31.0,31.82,18.86,27.33,15.2,46.01,14.41,9.83,25.72,17.05,12.92,19.51,55.79,28.54,17.68,40.16,28.72,16.05,29.43,16.32,52.97,30.34,12.88,22.17,9.84,68.62,24.29,21.04,14.77,13.29,48.77,77.86,56.0,19.39,10.02,26.53,10.69,30.73,10.89,31.82
2022-12-06,22.4,10.97,7.7,9.58,47.85,30.63,15.02,32.16,30.93,32.16,19.04,27.24,15.1,45.96,14.45,9.85,25.78,17.87,12.92,19.52,55.23,28.62,17.51,39.61,28.84,15.99,29.45,16.31,52.64,30.01,12.92,22.4,9.67,68.23,24.3,21.09,14.77,13.3,49.12,77.76,56.07,19.37,10.08,26.55,10.7,30.74,10.55,31.64
2022-12-07,22.28,10.97,7.67,9.58,47.83,30.63,14.83,32.64,30.62,32.29,19.04,26.82,15.0,46.33,14.45,9.85,25.78,17.77,13.06,19.52,53.69,28.78,17.61,39.61,28.84,15.93,29.4,16.2,52.93,30.61,12.93,22.28,9.6,68.19,24.46,21.09,14.7,13.31,49.43,77.86,56.07,19.37,10.12,26.77,10.65,30.75,10.54,32.09
2022-12-08,22.9,10.97,7.68,9.58,48.31,30.63,14.83,31.65,30.19,32.66,19.04,26.98,14.73,46.13,14.45,9.85,25.78,17.92,13.09,20.02,52.78,28.72,18.01,39.61,28.84,16.05,29.37,16.16,53.42,30.69,12.93,22.9,9.53,67.78,24.53,21.09,14.7,13.32,49.01,77.87,55.97,19.37,9.94,26.58,10.65,30.75,10.63,32.56
2022-12-09,22.53,10.97,7.87,9.58,48.39,30.64,14.73,31.83,30.09,32.93,19.04,26.54,14.61,46.32,14.53,9.84,25.78,18.42,13.07,19.92,52.79,28.65,17.57,39.61,28.84,17.67,29.27,16.23,53.09,30.96,12.93,22.53,9.54,67.64,24.65,21.09,14.7,13.13,48.58,77.62,56.07,19.37,9.85,26.59,10.65,30.75,10.46,33.04
2022-12-10,21.73,10.97,7.82,9.58,48.95,30.64,14.73,31.85,29.99,33.23,19.04,26.59,14.56,46.36,14.53,9.85,25.78,18.31,13.07,19.92,53.67,28.64,17.47,39.61,28.84,17.66,29.08,16.16,52.54,30.36,12.93,21.73,9.55,67.45,24.64,21.09,14.61,13.11,48.46,77.72,56.14,19.37,9.82,26.61,10.65,30.77,10.2,33.22
2022-12-11,21.32,10.99,7.75,9.57,48.46,30.66,14.76,31.76,30.03,33.6,19.09,26.39,14.6,45.86,14.59,9.86,25.77,18.07,13.06,19.79,53.69,28.52,18.13,39.54,29.02,17.64,28.93,16.02,52.99,30.97,12.94,20.47,9.5,67.52,24.68,21.32,14.61,13.11,48.01,77.76,56.08,19.37,9.67,26.56,10.65,30.69,10.08,32.6
2022-12-12,21.09,10.99,7.85,9.57,48.29,30.66,14.76,32.86,30.0,33.77,19.09,25.93,14.86,45.22,14.59,9.86,25.77,18.01,13.06,19.93,53.76,28.48,18.9,39.54,29.02,17.64,28.76,15.19,53.04,30.8,12.94,19.69,9.53,67.02,24.75,21.09,14.61,13.08,48.46,77.71,56.08,19.38,9.62,26.56,10.65,30.69,9.85,32.9
2022-12-13,21.09,10.99,7.92,9.57,48.3,30.66,14.78,32.55,29.78,34.0,19.09,25.59,14.94,45.18,14.52,9.86,25.8,17.94,13.07,20.05,54.17,28.47,19.16,39.54,29.02,17.63,28.7,15.39,53.11,30.76,12.95,19.69,9.42,67.39,24.78,21.09,14.61,13.02,48.15,77.78,55.99,19.38,9.45,26.56,10.66,30.68,9.71,33.15
2022-12-14,21.09,10.99,7.84,9.57,48.32,30.66,15.12,32.59,29.39,34.27,19.09,26.05,15.0,45.17,14.52,9.86,25.84,17.88,13.07,20.05,53.95,28.49,19.16,39.54,29.02,17.63,28.6,15.48,53.14,30.64,12.92,19.09,9.65,67.48,24.85,21.09,14.68,13.02,47.71,77.76,55.91,19.36,9.47,26.56,10.66,30.65,9.23,32.93
2022-12-15,21.09,10.99,7.8,9.57,48.53,30.66,15.14,32.53,29.14,34.46,19.09,26.23,15.09,45.56,14.59,9.86,25.84,17.83,13.06,19.86,54.21,28.39,18.67,39.54,29.02,17.63,28.53,15.09,53.25,30.48,12.92,17.68,9.61,67.4,24.86,21.09,14.74,13.02,46.65,77.83,55.97,19.34,9.43,26.54,10.7,30.65,8.83,32.81
2022-12-16,21.09,10.99,7.83,9.56,48.75,30.67,15.16,32.58,29.02,34.55,19.09,27.17,15.12,45.32,14.52,9.86,25.85,18.3,13.07,20.05,54.26,28.4,18.23,39.53,28.97,17.63,28.54,15.39,53.08,30.32,12.92,18.3,9.38,66.61,24.89,21.09,14.91,13.02,46.69,77.88,55.91,19.33,9.37,26.54,10.7,30.65,8.56,32.57
2022-12-17,21.09,10.99,7.87,9.5,48.54,30.67,15.27,31.95,29.11,34.89,19.09,26.61,15.21,45.11,14.52,9.86,25.85,17.77,13.07,20.05,54.51,28.37,18.17,39.53,28.94,17.63,28.46,15.83,53.47,29.83,12.92,17.82,9.39,65.82,24.89,21.09,14.91,13.02,46.9,77.89,55.87,18.96,9.47,26.54,10.56,30.65,8.27,32.76
2022-12-18,21.09,10.99,8.07,9.5,48.55,31.59,15.27,30.81,29.37,35.09,19.09,26.92,15.1,45.41,14.52,9.86,25.85,17.39,13.07,20.05,54.46,28.38,16.94,39.53,28.94,17.63,28.42,15.56,53.42,29.9,12.92,18.77,9.42,65.23,24.87,21.09,14.91,13.02,46.56,77.99,55.45,18.92,9.39,26.52,10.56,30.65,8.13,32.75
2022-12-19,21.09,10.99,8.51,9.5,48.31,31.59,15.28,30.83,29.15,35.54,19.09,26.93,15.04,45.24,14.59,9.86,25.85,17.15,13.07,19.93,54.07,28.48,16.7,39.53,28.94,17.63,28.48,15.33,53.39,30.49,12.91,18.79,9.61,65.11,24.95,21.09,14.91,13.02,46.21,78.26,55.55,18.92,9.31,26.66,10.53,30.65,8.19,32.2
2022-12-20,21.08,11.09,8.43,9.5,48.4,31.57,15.29,30.77,28.94,35.82,19.09,27.49,15.11,45.29,14.49,9.86,25.81,16.78,13.03,19.93,53.84,28.5,17.81,39.54,28.93,17.63,28.43,14.9,53.37,30.46,12.9,17.5,9.66,64.35,24.96,21.08,14.91,13.07,45.96,78.2,55.45,18.94,9.36,27.1,10.3,30.64,7.65,31.53
2022-12-21,21.07,11.09,8.34,9.4,47.71,31.59,15.4,30.52,29.06,36.06,19.41,27.6,15.16,45.09,14.45,9.89,25.9,16.77,13.04,20.11,53.92,28.45,18.08,39.49,28.94,17.41,28.35,15.11,53.49,30.47,12.92,17.39,9.53,64.27,24.95,21.07,14.96,17.04,46.39,78.35,55.13,18.96,9.33,27.16,10.3,30.6,7.81,31.79
2022-12-22,21.07,11.09,8.31,9.4,47.56,31.6,15.39,30.28,29.42,36.28,19.41,27.67,15.06,45.19,14.65,9.89,25.88,16.71,13.04,20.0,54.39,28.45,17.74,39.49,28.94,17.54,28.35,14.7,54.43,30.49,12.91,17.4,9.54,64.24,24.95,21.07,14.96,17.01,46.63,78.39,55.25,18.44,9.25,27.19,10.23,30.56,7.61,31.54
2022-12-23,21.07,11.09,8.11,9.4,47.88,31.6,15.51,30.59,29.32,36.58,19.41,27.83,14.96,45.41,14.65,9.9,25.87,16.65,13.04,20.07,54.05,28.5,18.2,39.48,28.94,17.5,28.13,14.75,53.91,30.04,12.91,18.42,9.64,63.82,24.97,21.07,14.95,17.01,47.25,78.38,55.25,18.96,9.19,27.26,10.23,30.56,7.3,31.67
2022-12-24,21.07,11.09,8.59,9.4,47.95,31.6,15.52,30.11,29.43,36.84,19.41,28.62,15.06,45.27,14.45,9.89,25.89,16.61,13.04,20.11,54.41,28.49,17.62,39.48,28.94,17.5,28.03,14.14,53.77,29.85,12.91,18.29,9.58,63.89,24.93,21.07,14.96,17.01,47.16,78.39,54.56,18.96,9.04,27.26,10.23,30.54,7.19,31.8
2022-12-25,21.07,11.09,8.72,9.4,48.23,31.6,15.51,28.88,29.42,37.23,19.41,28.51,15.1,45.23,14.65,9.89,25.86,16.85,13.04,19.9,54.62,28.5,17.99,39.47,28.94,17.5,28.05,13.62,53.39,29.96,12.89,19.44,9.72,63.86,24.91,21.07,14.96,16.91,46.54,78.44,54.65,19.0,8.95,27.29,10.24,30.55,7.11,31.5
2022-12-26,21.06,11.09,8.63,9.4,48.4,31.6,15.51,28.82,29.09,37.33,19.41,28.37,15.11,45.1,14.45,9.89,25.88,16.76,13.04,20.11,54.98,28.5,17.64,39.47,28.94,17.51,28.08,13.33,53.05,29.27,12.83,19.6,9.67,63.8,24.93,21.06,14.96,16.91,46.39,78.3,54.56,19.0,8.92,27.3,10.47,30.56,7.0,31.85
2022-12-27,21.07,11.09,8.48,9.4,48.54,31.6,15.51,29.1,29.71,37.53,19.41,29.29,15.18,45.22,14.65,9.94,25.88,17.23,13.05,20.1,54.59,28.54,17.64,39.41,28.94,17.51,27.94,13.48,53.33,29.51,12.81,19.39,9.34,63.71,24.96,21.07,14.96,17.5,45.44,78.29,54.65,19.0,8.89,27.43,10.49,30.59,7.1,31.3
2022-12-28,21.03,11.09,8.61,9.4,48.4,31.6,15.51,29.48,29.41,37.72,19.41,29.87,15.15,45.42,14.45,9.94,25.87,18.03,13.05,20.11,54.25,28.51,17.69,39.4,28.94,17.52,27.85,13.27,53.92,30.15,12.82,20.53,9.19,63.42,24.91,21.03,14.96,17.5,45.49,78.36,54.56,19.0,8.77,27.43,10.49,30.6,6.94,30.92
2022-12-29,21.02,11.09,8.7,9.4,48.4,31.6,15.67,29.44,29.41,37.89,19.8,29.96,15.18,45.26,14.45,9.96,25.87,18.53,13.09,20.1,54.58,28.45,17.96,38.62,28.94,17.52,27.86,12.55,54.39,30.24,12.66,20.92,9.08,63.41,24.96,21.02,14.99,16.8,45.28,78.56,54.56,19.0,8.86,27.38,10.5,32.79,6.42,30.65
2022-12-30,21.03,11.09,9.31,9.4,48.14,31.6,16.12,29.41,29.0,38.01,19.8,30.27,15.16,45.47,14.45,9.96,25.87,19.17,13.09,20.1,54.3,28.37,17.73,38.62,28.94,17.62,27.86,11.97,54.53,30.44,12.66,20.53,9.17,63.81,25.07,21.03,14.99,16.81,45.65,78.0,54.8,18.94,8.5,27.38,10.51,32.78,6.2,30.35
2022-12-31,21.28,11.09,10.23,9.42,48.59,31.61,16.29,29.53,29.44,38.29,20.4,30.26,15.12,45.2,14.48,9.97,25.78,19.21,13.09,20.06,54.44,28.36,17.25,38.53,29.02,17.73,27.7,11.65,53.78,30.07,12.67,21.28,9.16,64.23,25.16,21.04,15.15,16.83,45.56,78.1,54.19,18.94,8.34,27.39,10.52,32.82,6.05,30.36
2023-01-01,21.14,11.08,10.02,9.39,48.22,31.61,16.31,28.92,28.96,38.46,20.4,30.36,15.02,45.11,14.41,9.98,25.88,19.1,21.14,19.71,54.09,28.23,16.63,38.04,28.94,17.72,27.4,11.67,53.9,30.58,12.62,20.59,9.28,64.02,25.2,21.05,15.2,16.84,45.4,78.27,54.16,18.97,8.36,27.22,10.53,32.83,5.78,30.2
2023-01-02,21.14,11.08,10.18,9.39,48.25,31.61,16.41,29.05,29.08,38.65,20.4,30.86,14.92,45.08,14.41,9.98,25.88,18.92,21.14,19.71,53.52,28.23,15.77,38.04,28.94,17.74,27.49,11.62,53.96,30.67,12.48,20.59,9.31,63.41,25.14,21.05,15.28,16.84,45.35,78.29,54.16,18.92,8.35,27.28,10.53,32.83,5.48,29.95
2023-01-03,21.14,11.08,10.15,9.39,48.48,31.61,16.41,29.73,29.26,38.83,20.4,30.9,14.99,44.98,14.41,9.98,25.85,18.93,21.14,19.71,53.23,28.26,15.38,37.94,28.94,17.74,27.52,11.53,53.6,32.47,12.15,20.49,9.52,63.76,25.14,21.05,15.28,16.84,44.65,78.42,54.16,18.93,8.24,27.5,10.55,32.83,5.47,28.98
2023-01-04,21.14,11.08,10.2,9.39,48.7,31.61,16.42,29.95,29.21,38.98,20.4,31.16,15.08,45.02,14.41,9.98,25.85,19.34,21.14,19.7,52.7,28.85,15.43,37.85,28.93,17.73,27.45,11.27,53.79,33.28,12.14,20.37,9.5,63.82,25.15,21.08,15.28,16.86,44.36,78.36,54.16,18.9,8.36,27.9,10.57,32.83,5.26,29.1
2023-01-05,21.14,11.09,10.33,9.4,48.55,31.64,16.47,30.27,29.3,39.1,20.39,30.9,14.99,44.87,14.44,10.11,25.45,19.42,21.14,19.65,52.65,28.76,15.32,37.75,28.97,17.91,27.52,11.12,53.92,33.71,12.02,20.55,9.58,64.03,25.07,21.06,15.35,17.28,43.77,78.38,53.98,18.91,8.34,28.47,10.57,32.82,5.25,29.14
2023-01-06,21.15,11.09,10.15,9.4,48.44,31.64,16.47,30.33,29.12,39.37,20.39,30.75,14.72,44.56,14.44,10.11,25.42,19.53,21.14,19.65,53.06,28.78,15.73,37.75,28.97,18.09,27.43,11.07,53.7,30.61,12.02,21.15,9.41,64.26,24.96,21.06,15.35,17.32,43.52,78.25,54.6,18.91,8.25,28.49,10.57,32.82,5.11,26.95
2023-01-07,21.14,11.09,10.13,9.4,48.47,31.64,16.47,31.12,29.35,39.55,20.39,30.16,14.68,44.4,14.44,10.11,25.43,19.31,21.14,19.56,52.87,28.88,15.69,37.77,28.97,18.1,27.41,11.33,53.67,30.99,12.03,20.63,9.33,64.33,24.97,21.06,15.35,18.0,44.87,78.29,54.1,18.91,8.23,28.49,10.6,32.82,5.08,26.71
2023-01-08,21.14,11.09,10.06,9.4,48.52,31.64,16.47,30.56,29.43,39.49,20.39,30.51,14.7,43.95,14.44,10.11,25.45,18.93,21.14,19.56,52.27,28.92,15.56,37.77,28.97,18.1,27.42,10.99,53.11,30.23,12.03,20.67,9.24,64.51,24.98,21.06,15.35,18.3,45.84,78.31,54.1,18.91,8.28,28.53,10.6,32.82,4.76,25.46
2023-01-09,21.14,11.08,10.04,9.4,47.94,31.64,16.47,30.39,29.95,39.71,20.39,30.34,14.47,43.88,14.44,10.12,25.17,18.82,21.14,19.56,52.06,28.91,16.18,37.73,28.97,18.09,27.42,10.98,53.8,30.57,12.25,20.32,9.12,64.3,24.94,21.06,15.35,18.38,46.06,78.22,54.1,18.91,8.25,28.53,10.59,32.82,4.94,24.78
2023-01-10,21.14,11.08,9.98,9.4,48.11,31.63,16.47,30.1,30.61,39.74,20.39,31.12,14.46,44.14,14.44,10.12,25.15,18.95,21.14,19.56,51.97,28.94,16.47,37.69,28.97,18.09,27.22,11.02,53.43,30.02,12.31,20.43,9.53,64.48,24.95,21.06,15.35,18.41,46.16,78.08,54.0,18.86,8.32,28.53,10.64,32.83,4.74,24.28
2023-01-11,21.14,11.08,9.85,9.36,48.27,31.65,16.51,29.41,30.84,39.84,20.39,31.59,14.55,44.54,14.68,10.12,25.04,18.96,21.14,19.64,51.69,29.03,15.87,37.74,28.86,18.08,27.24,11.35,54.24,30.01,12.33,20.63,9.55,64.39,24.87,21.07,15.35,18.57,45.71,77.99,53.82,18.92,8.32,28.45,10.63,32.82,4.77,23.56
2023-01-12,21.14,11.08,9.58,9.36,48.55,31.65,16.51,29.55,30.64,40.01,20.39,31.93,14.44,44.09,14.68,10.12,25.03,19.04,21.14,19.64,51.76,29.04,15.71,37.74,28.86,18.08,26.95,12.02,54.13,30.84,12.34,20.1,9.45,64.75,24.87,21.08,15.35,18.71,45.89,77.92,53.82,18.92,8.3,28.4,10.63,32.83,4.91,22.34
2023-01-13,21.14,11.08,9.77,9.36,48.91,31.65,16.51,29.88,31.1,40.11,20.39,31.76,14.4,44.17,14.68,10.12,25.17,18.8,21.14,19.64,51.7,29.07,15.19,38.02,28.86,18.09,27.0,12.18,53.87,31.2,12.35,19.75,9.22,65.35,24.84,21.08,15.35,18.71,45.97,77.78,53.82,18.95,8.21,28.4,10.63,32.83,4.8,21.36
