Country,Creditor,Creditor Type,US$
Algeria,African Dev. Bank         ,Multilateral,983973251.0
Algeria,Belgium,Bilateral,22545535.6
Algeria,Belgium,Private,754311.6000000001
Algeria,Canada,Bilateral,2124368.5
Algeria,China,Bilateral,71282621.7
Algeria,France,Bilateral,94899421.4
Algeria,France,Private,129116.4
Algeria,"Germany, Fed. Rep. of",Bilateral,972903.4
Algeria,Italy,Bilateral,41096391.0
Algeria,Japan,Bilateral,5971456.1
Algeria,Saudi Arabia,Bilateral,10116266.8
Algeria,Spain,Bilateral,6497726.2
Angola,African Dev. Bank         ,Multilateral,1263154432.6
Angola,African Export-Import Bank,Multilateral,100000000.0
Angola,Austria,Private,161713477.0
Angola,Belgium,Bilateral,70221.2
Angola,Belgium,Private,84975000.0
Angola,Bondholders,Private,8000000000.0
Angola,Canada,Bilateral,325491000.0
Angola,Canada,Private,63766000.0
Angola,China,Bilateral,4619990000.0
Angola,China,Private,17394460000.0
Angola,Egypt,Private,228620000.0
Angola,European Investment Bank,Multilateral,893621.4
Angola,France,Bilateral,12908242.2
Angola,France,Private,428576208.6
Angola,"Germany, Fed. Rep. of",Private,195200634.2
Angola,India,Bilateral,22670000.0
Angola,International Fund for Agricultural Dev.,Multilateral,9875534.1
Angola,Ireland,Private,585737000.0
Angola,Israel,Private,1684952000.0
Angola,Italy,Bilateral,19051464.6
Angola,Italy,Private,115007601.8
Angola,Japan,Bilateral,654977078.0
Angola,"Korea, Republic of",Bilateral,243287000.0
Angola,Luxembourg,Private,33538551.2
Angola,Netherlands,Bilateral,3548435.8
Angola,Netherlands,Private,720169931.4
Angola,OPEC Fund for International Dev.,Multilateral,2024000.0
Angola,Poland,Bilateral,66257540.2
Angola,Portugal,Bilateral,363099000.0
Angola,Portugal,Private,444674620.4
Angola,Serbia,Bilateral,7546000.0
Angola,South Africa,Bilateral,390436823.2
Angola,South Africa,Private,104641000.0
Angola,Spain,Bilateral,34964000.0
Angola,Spain,Private,805685303.6
Angola,United Kingdom,Private,4686235762.0
Angola,United States,Bilateral,13049000.0
Angola,United States,Private,339934000.0
Angola,World Bank-IBRD                         ,Multilateral,2014749000.0
Angola,World Bank-IDA                         ,Multilateral,466542000.0
Benin,African Dev. Bank         ,Multilateral,474273365.7
Benin,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,51658000.0
Benin,Bondholders,Private,1898237600.0
Benin,Brazil,Bilateral,56117000.0
Benin,China,Bilateral,341042006.8
Benin,China,Private,11703155.8
Benin,Denmark,Bilateral,0.0
Benin,Economic Community of West African States (ECOWAS),Multilateral,69300560.0
Benin,European Investment Bank,Multilateral,63824275.2
Benin,France,Bilateral,57081907.4
Benin,France,Private,93510853.8
Benin,"Germany, Fed. Rep. of",Private,76784617.0
Benin,India,Bilateral,19266000.0
Benin,International Fund for Agricultural Dev.,Multilateral,67179943.8
Benin,Islamic Dev. Bank,Multilateral,205067946.3
Benin,Japan,Private,0.0
Benin,Kuwait,Bilateral,40512396.7
Benin,Netherlands,Private,164238326.0
Benin,Nordic Development Fund,Multilateral,13834709.0
Benin,Norway,Bilateral,0.0
Benin,OPEC Fund for International Dev.,Multilateral,27365000.0
Benin,Saudi Arabia,Bilateral,46136156.9
Benin,UN-General Assembly (UNGA),Multilateral,0.0
Benin,United Arab Emirates,Bilateral,2194962.6
Benin,United Kingdom,Bilateral,46572512.0
Benin,United Kingdom,Private,256912188.4
Benin,West African Development Bank - BOAD,Multilateral,333856977.2
Benin,World Bank-IDA                         ,Multilateral,1368984000.0
Botswana,African Dev. Bank         ,Multilateral,920118181.8
Botswana,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,12230000.0
Botswana,China,Bilateral,3811848.6
Botswana,European Development Fund (EDF),Multilateral,2874538.8
Botswana,France,Bilateral,85641.2
Botswana,International Fund for Agricultural Dev.,Multilateral,550000.0
Botswana,Japan,Bilateral,15200070.0
Botswana,Kuwait,Bilateral,4409917.4
Botswana,Nordic Development Fund,Multilateral,583289.0
Botswana,Nordic Investment Bank,Multilateral,15628791.2
Botswana,OPEC Fund for International Dev.,Multilateral,20682000.0
Botswana,World Bank-IBRD                         ,Multilateral,470029000.0
Botswana,World Bank-IDA                         ,Multilateral,249000.0
Burkina Faso,African Dev. Bank         ,Multilateral,616178185.2
Burkina Faso,Arab African International Bank,Multilateral,11948000.0
Burkina Faso,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,104497526.8
Burkina Faso,Arab Fund for Economic & Social Development,Multilateral,15848000.0
Burkina Faso,Austria,Private,2161000.8
Burkina Faso,Belgium,Bilateral,9355276.0
Burkina Faso,China,Bilateral,121706536.2
Burkina Faso,"Cote D`Ivoire, Republic Of",Bilateral,50935808.3
Burkina Faso,Dev. Bank of the Central African States (BDEAC),Multilateral,2162000.0
Burkina Faso,Economic Community of West African States (ECOWAS),Multilateral,41342368.8
Burkina Faso,European Development Fund (EDF),Multilateral,2785063.4
Burkina Faso,European Investment Bank,Multilateral,30517907.0
Burkina Faso,France,Bilateral,169724640.4
Burkina Faso,France,Private,0.0
Burkina Faso,"Germany, Fed. Rep. of",Private,0.0
Burkina Faso,India,Bilateral,9806000.0
Burkina Faso,International Fund for Agricultural Dev.,Multilateral,95190214.0
Burkina Faso,Islamic Dev. Bank,Multilateral,431699343.3
Burkina Faso,Japan,Bilateral,9141055.9
Burkina Faso,Kuwait,Bilateral,51494214.8
Burkina Faso,Libya,Bilateral,6460000.0
Burkina Faso,Multiple Lenders,Private,8667000.0
Burkina Faso,Nordic Development Fund,Multilateral,10071079.2
Burkina Faso,OPEC Fund for International Dev.,Multilateral,57951000.0
Burkina Faso,Saudi Arabia,Bilateral,46053333.3
Burkina Faso,Spain,Bilateral,3105589.2
Burkina Faso,United Arab Emirates,Bilateral,4668754.3
Burkina Faso,United Arab Emirates,Private,0.0
Burkina Faso,United States,Private,0.0
Burkina Faso,West African Development Bank - BOAD,Multilateral,268302484.5
Burkina Faso,World Bank-IDA                         ,Multilateral,2145910000.0
Burundi,African Dev. Bank         ,Multilateral,32574147.0
Burundi,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,55503000.0
Burundi,China,Bilateral,46377288.2
Burundi,European Investment Bank,Multilateral,48135500.0
Burundi,India,Bilateral,52195000.0
Burundi,International Fund for Agricultural Dev.,Multilateral,30259218.7
Burundi,Kuwait,Bilateral,30717355.5
Burundi,Libya,Bilateral,4375000.0
Burundi,OPEC Fund for International Dev.,Multilateral,90872000.0
Burundi,Saudi Arabia,Bilateral,52270666.7
Burundi,United Arab Emirates,Bilateral,226821.0
Burundi,World Bank-IDA                         ,Multilateral,132123000.0
Cabo Verde,African Dev. Bank         ,Multilateral,375400458.6
Cabo Verde,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,48835000.0
Cabo Verde,Austria,Bilateral,10127709.2
Cabo Verde,Austria,Private,4073962.2
Cabo Verde,Belgium,Bilateral,447377.0
Cabo Verde,Belgium,Private,2731831.2
Cabo Verde,China,Bilateral,33039055.6
Cabo Verde,Economic Community of West African States (ECOWAS),Multilateral,15858797.9
Cabo Verde,European Investment Bank,Multilateral,36722289.8
Cabo Verde,France,Bilateral,56668508.4
Cabo Verde,International Fund for Agricultural Dev.,Multilateral,29676314.7
Cabo Verde,Japan,Bilateral,88748796.1
Cabo Verde,Kuwait,Bilateral,14519008.2
Cabo Verde,Nordic Development Fund,Multilateral,1490567.4
Cabo Verde,OPEC Fund for International Dev.,Multilateral,10130105.2
Cabo Verde,Portugal,Bilateral,161003584.4
Cabo Verde,Portugal,Private,508644997.0
Cabo Verde,Saudi Arabia,Bilateral,18290400.0
Cabo Verde,Spain,Bilateral,42686561.4
Cabo Verde,World Bank-IBRD                         ,Multilateral,41410000.0
Cabo Verde,World Bank-IDA                         ,Multilateral,482026000.0
Cameroon,African Dev. Bank         ,Multilateral,1548036160.0
Cameroon,African Export-Import Bank,Multilateral,75983000.0
Cameroon,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,67000513.2
Cameroon,Austria,Private,9757349.0
Cameroon,Belgium,Bilateral,15106618.8
Cameroon,Belgium,Private,49064232.0
Cameroon,Bondholders,Private,1525831000.0
Cameroon,Central Bank of West African States (BCEAO),Multilateral,27160192.0
Cameroon,China,Bilateral,3572369124.8
Cameroon,China,Private,144387000.0
Cameroon,Dev. Bank of the Central African States (BDEAC),Multilateral,6331053.3
Cameroon,European Development Fund (EDF),Multilateral,10227378.0
Cameroon,European Investment Bank,Multilateral,42407941.8
Cameroon,France,Bilateral,1348150769.0
Cameroon,France,Private,0.0
Cameroon,"Germany, Fed. Rep. of",Bilateral,30905256.2
Cameroon,"Germany, Fed. Rep. of",Private,113044492.0
Cameroon,India,Bilateral,101244000.0
Cameroon,International Fund for Agricultural Dev.,Multilateral,93504065.1
Cameroon,Islamic Dev. Bank,Multilateral,757213382.6
Cameroon,Japan,Bilateral,96129936.2
Cameroon,"Korea, Republic of",Bilateral,77211026.1
Cameroon,Kuwait,Bilateral,23011570.2
Cameroon,Multiple Lenders,Private,1533000.0
Cameroon,New Zealand,Bilateral,0.0
Cameroon,Norway,Bilateral,45179414.0
Cameroon,OPEC Fund for International Dev.,Multilateral,22289000.0
Cameroon,Saudi Arabia,Bilateral,14757333.3
Cameroon,Spain,Bilateral,5525955.4
Cameroon,Spain,Private,42805484.4
Cameroon,Switzerland,Bilateral,1766188.3
Cameroon,Switzerland,Private,0.0
Cameroon,Turkiye,Bilateral,141545000.0
Cameroon,United Arab Emirates,Bilateral,0.0
Cameroon,United Arab Emirates,Private,140714224.0
Cameroon,United Kingdom,Private,58659619.2
Cameroon,United States,Bilateral,96401577.0
Cameroon,World Bank-IBRD                         ,Multilateral,287421000.0
Cameroon,World Bank-IDA                         ,Multilateral,1780579000.0
Central African Republic,African Dev. Bank         ,Multilateral,5135109.8
Central African Republic,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,10251000.0
Central African Republic,Benin,Bilateral,74400.8
Central African Republic,Cameroon,Bilateral,521.4
Central African Republic,Chad,Bilateral,405.8
Central African Republic,China,Bilateral,49786198.7
Central African Republic,"Congo, Rep.",Bilateral,9710.6
Central African Republic,"Cote D`Ivoire, Republic Of",Bilateral,224.5
Central African Republic,Dev. Bank of the Central African States (BDEAC),Multilateral,13198.4
Central African Republic,Equatorial Guinea,Bilateral,3453275.1
Central African Republic,France,Bilateral,4167968.0
Central African Republic,France,Private,377155.8
Central African Republic,India,Bilateral,45410000.0
Central African Republic,International Fund for Agricultural Dev.,Multilateral,17898006.0
Central African Republic,Kuwait,Bilateral,20935537.2
Central African Republic,Libya,Bilateral,12107494.0
Central African Republic,Mali,Bilateral,58.7
Central African Republic,Multiple Lenders,Bilateral,60000000.0
Central African Republic,OPEC Fund for International Dev.,Multilateral,8382000.0
Central African Republic,Saudi Arabia,Bilateral,58129333.3
Central African Republic,Senegal,Bilateral,262.4
Central African Republic,Serbia,Private,4485370.6
Central African Republic,Switzerland,Private,2076257.3
Central African Republic,World Bank-IDA                         ,Multilateral,133096000.0
Central African Republic,World Trade Organization,Multilateral,1679631.9
Chad,African Dev. Bank         ,Multilateral,129635979.6
Chad,Angola,Bilateral,74603000.0
Chad,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,69505000.0
Chad,Arab Fund for Economic & Social Development,Multilateral,299000.0
Chad,Cameroon,Bilateral,32066116.7
Chad,China,Bilateral,316247932.5
Chad,"Congo, Rep.",Bilateral,51799127.1
Chad,Dev. Bank of the Central African States (BDEAC),Multilateral,230525925.2
Chad,Equatorial Guinea,Bilateral,25899563.5
Chad,European Investment Bank,Multilateral,0.0
Chad,France,Bilateral,114879618.0
Chad,India,Bilateral,47036000.0
Chad,International Fund for Agricultural Dev.,Multilateral,7461234.8
Chad,Islamic Dev. Bank,Multilateral,124189751.4
Chad,Kuwait,Bilateral,15100826.4
Chad,Libya,Bilateral,245780000.0
Chad,Multiple Lenders,Bilateral,12000000.0
Chad,OPEC Fund for International Dev.,Multilateral,26045000.0
Chad,Saudi Arabia,Bilateral,18589866.8
Chad,Saudi Arabia,Private,2500000.0
Chad,United Kingdom,Private,926000000.0
Chad,World Bank-IDA                         ,Multilateral,169084000.0
Comoros,African Dev. Bank         ,Multilateral,6173608.4
Comoros,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,28347000.0
Comoros,Bahrain,Private,0.0
Comoros,China,Bilateral,110147557.5
Comoros,Eastern & Southern African Trade & Dev. Bank (TDB),Multilateral,19792185.0
Comoros,France,Bilateral,2967412.0
Comoros,India,Bilateral,26761000.0
Comoros,International Fund for Agricultural Dev.,Multilateral,4091012.8
Comoros,Islamic Dev. Bank,Multilateral,8935616.3
Comoros,Kuwait,Bilateral,25186776.8
Comoros,OPEC Fund for International Dev.,Multilateral,2900000.0
Comoros,Saudi Arabia,Bilateral,28586400.0
Comoros,World Bank-IDA                         ,Multilateral,21767000.0
Congo Republic,African Dev. Bank         ,Multilateral,409973225.7
Congo Republic,African Export-Import Bank,Multilateral,93750000.0
Congo Republic,Angola,Bilateral,28636000.0
Congo Republic,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,12109000.0
Congo Republic,Belgium,Bilateral,146424793.2
Congo Republic,Belgium,Private,284282.6
Congo Republic,Bondholders,Private,240567000.0
Congo Republic,Brazil,Bilateral,94504000.0
Congo Republic,China,Bilateral,2213031596.4
Congo Republic,China,Private,1516180000.0
Congo Republic,Dev. Bank of the Central African States (BDEAC),Multilateral,55013986.4
Congo Republic,European Development Fund (EDF),Multilateral,2940229.6
Congo Republic,European Economic Community (EEC),Multilateral,1550529.4
Congo Republic,European Investment Bank,Multilateral,1484838.6
Congo Republic,France,Bilateral,182936419.4
Congo Republic,France,Private,5401366.2
Congo Republic,India,Bilateral,107748000.0
Congo Republic,International Fund for Agricultural Dev.,Multilateral,26268976.8
Congo Republic,Kuwait,Bilateral,55203305.8
Congo Republic,Libya,Bilateral,3013000.0
Congo Republic,Multiple Lenders,Bilateral,0.0
Congo Republic,Netherlands,Private,918677000.0
Congo Republic,OPEC Fund for International Dev.,Multilateral,5141000.0
Congo Republic,Russian Federation,Bilateral,31939000.0
Congo Republic,Saudi Arabia,Bilateral,79764800.0
Congo Republic,Switzerland,Bilateral,9374530.2
Congo Republic,Switzerland,Private,710773000.0
Congo Republic,Turkiye,Bilateral,77122131.8
Congo Republic,Turkiye,Private,0.0
Congo Republic,United Arab Emirates,Bilateral,9534104.8
Congo Republic,United Arab Emirates,Private,405470.8
Congo Republic,United Kingdom,Private,128262885.6
Congo Republic,World Bank-IBRD                         ,Multilateral,115793000.0
Congo Republic,World Bank-IDA                         ,Multilateral,297398000.0
Cote d'Ivoire,African Dev. Bank         ,Multilateral,765460263.0
Cote d'Ivoire,African Export-Import Bank,Multilateral,269672060.0
Cote d'Ivoire,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,64962000.0
Cote d'Ivoire,Belgium,Private,184474490.2
Cote d'Ivoire,Bondholders,Private,9009550687.8
Cote d'Ivoire,China,Bilateral,3166086458.7
Cote d'Ivoire,China,Private,213361453.2
Cote d'Ivoire,Czechia,Private,78484649.6
Cote d'Ivoire,Economic Community of West African States (ECOWAS),Multilateral,52390970.0
Cote d'Ivoire,European Investment Bank,Multilateral,75921575.8
Cote d'Ivoire,France,Bilateral,1906548618.8
Cote d'Ivoire,France,Private,1545509716.8
Cote d'Ivoire,"Germany, Fed. Rep. of",Bilateral,46876048.8
Cote d'Ivoire,"Germany, Fed. Rep. of",Private,270759356.0
Cote d'Ivoire,India,Bilateral,202122000.0
Cote d'Ivoire,International Fund for Agricultural Dev.,Multilateral,34855155.7
Cote d'Ivoire,Islamic Dev. Bank,Multilateral,616666293.0
Cote d'Ivoire,Israel,Private,280448749.0
Cote d'Ivoire,Japan,Bilateral,17073811.4
Cote d'Ivoire,Japan,Private,272410686.8
Cote d'Ivoire,"Korea, Republic of",Bilateral,29600000.0
Cote d'Ivoire,Kuwait,Bilateral,36671074.5
Cote d'Ivoire,Morocco,Private,33784325.4
Cote d'Ivoire,OPEC Fund for International Dev.,Multilateral,19923000.0
Cote d'Ivoire,Russian Federation,Private,56630000.0
Cote d'Ivoire,Saudi Arabia,Bilateral,20446400.1
Cote d'Ivoire,Spain,Bilateral,22783381.6
Cote d'Ivoire,United Kingdom,Private,670408592.0
Cote d'Ivoire,United States,Bilateral,2150000.0
Cote d'Ivoire,West African Development Bank - BOAD,Multilateral,366675788.6
Cote d'Ivoire,World Bank-IBRD                         ,Multilateral,91162000.0
Cote d'Ivoire,World Bank-IDA                         ,Multilateral,2396926000.0
DR Congo,African Dev. Bank         ,Multilateral,322973073.4
DR Congo,Angola,Bilateral,20000000.0
DR Congo,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,25313000.0
DR Congo,Belgium,Private,57060000.0
DR Congo,Brazil,Private,0.0
DR Congo,Burundi,Bilateral,645212.8
DR Congo,China,Bilateral,2496945595.3
DR Congo,"Cote D`Ivoire, Republic Of",Private,11220000.0
DR Congo,Dev. Bank of the Central African States (BDEAC),Multilateral,5311458.6
DR Congo,European Investment Bank,Multilateral,106978212.8
DR Congo,France,Bilateral,51743963.6
DR Congo,Greece,Bilateral,2032000.0
DR Congo,Greece,Private,2010000.0
DR Congo,India,Bilateral,163773000.0
DR Congo,International Fund for Agricultural Dev.,Multilateral,0.0
DR Congo,Islamic Dev. Bank,Multilateral,205363000.0
DR Congo,"Korea, Republic of",Bilateral,63748000.0
DR Congo,Kuwait,Bilateral,52560917.4
DR Congo,Namibia,Bilateral,1351427.2
DR Congo,OPEC Fund for International Dev.,Multilateral,9981000.0
DR Congo,Panama,Private,11558000.0
DR Congo,Portugal,Private,0.0
DR Congo,Romania,Bilateral,254000.0
DR Congo,Saudi Arabia,Bilateral,13072800.0
DR Congo,United Kingdom,Private,6018000.0
DR Congo,United States,Private,11557000.0
DR Congo,World Bank-IDA                         ,Multilateral,1772407000.0
Djibouti,African Dev. Bank         ,Multilateral,114297830.7
Djibouti,Arab Fund for Economic & Social Development,Multilateral,198862248.0
Djibouti,Belgium,Bilateral,304669.4
Djibouti,China,Bilateral,1336386600.0
Djibouti,European Investment Bank,Multilateral,360166.8
Djibouti,France,Bilateral,2948157.8
Djibouti,India,Bilateral,38571000.0
Djibouti,International Fund for Agricultural Dev.,Multilateral,14723884.0
Djibouti,"Iran, Islamic Republic Of",Bilateral,10034836.0
Djibouti,Islamic Dev. Bank,Multilateral,120102521.1
Djibouti,Italy,Bilateral,51998798.6
Djibouti,Kuwait,Bilateral,175732231.4
Djibouti,OPEC Fund for International Dev.,Multilateral,28166000.0
Djibouti,Saudi Arabia,Bilateral,75257600.1
Djibouti,Spain,Bilateral,4488000.0
Djibouti,Turkiye,Bilateral,7528000.0
Djibouti,United Arab Emirates,Bilateral,11748672.6
Djibouti,World Bank-IDA                         ,Multilateral,215057000.0
Egypt,African Dev. Bank         ,Multilateral,2924693454.0
Egypt,African Export-Import Bank,Multilateral,2890668000.0
Egypt,Arab African International Bank,Multilateral,0.0
Egypt,Arab Fund for Economic & Social Development,Multilateral,2111285950.6
Egypt,Arab Monetary Fund,Multilateral,850618550.5
Egypt,Asian Infrastructure Investment Bank,Multilateral,68570000.0
Egypt,Austria,Bilateral,4972114.0
Egypt,Austria,Private,28278756.8
Egypt,Bahrain,Private,216306351.0
Egypt,Belgium,Bilateral,0.0
Egypt,Belgium,Private,94316000.0
Egypt,Bondholders,Private,31455187500.0
Egypt,Canada,Bilateral,608105547.9
Egypt,China,Bilateral,3757872361.3
Egypt,China,Private,853973000.0
Egypt,Denmark,Bilateral,30449765.3
Egypt,Denmark,Private,3235838.2
Egypt,European Bank for Reconstruction and Dev. (EBRD),Multilateral,666012332.8
Egypt,European Investment Bank,Multilateral,5073234539.4
Egypt,France,Bilateral,1382968025.6
Egypt,France,Private,648220704.2
Egypt,"Germany, Fed. Rep. of",Bilateral,5495791700.4
Egypt,"Germany, Fed. Rep. of",Private,178147000.0
Egypt,Hungary,Bilateral,324544264.8
Egypt,International Fund for Agricultural Dev.,Multilateral,144008148.5
Egypt,Islamic Dev. Bank,Multilateral,1251400090.0
Egypt,Italy,Bilateral,45770434.2
Egypt,Italy,Private,687361348.8
Egypt,Japan,Bilateral,2494479467.9
Egypt,Japan,Private,50000000.0
Egypt,"Korea, Republic of",Bilateral,177129058.8
Egypt,Kuwait,Bilateral,5883233058.2
Egypt,Luxembourg,Private,55000000.0
Egypt,Multiple Lenders,Multilateral,81742000.0
Egypt,Multiple Lenders,Private,5316246328.0
Egypt,Netherlands,Bilateral,44373002.8
Egypt,Norway,Bilateral,0.0
Egypt,OPEC Fund for International Dev.,Multilateral,318423000.0
Egypt,Org. of Arab Petroleum Exporting Countries (OAPEC),Multilateral,0.0
Egypt,Qatar,Private,0.0
Egypt,Russian Federation,Bilateral,953459517.8
Egypt,Saudi Arabia,Bilateral,6793520266.7
Egypt,Spain,Bilateral,259620579.2
Egypt,Spain,Private,1217545.0
Egypt,Sweden,Private,0.0
Egypt,Switzerland,Bilateral,31773.9
Egypt,Switzerland,Private,0.0
Egypt,UN-General Assembly (UNGA),Multilateral,25000000.0
Egypt,United Arab Emirates,Bilateral,5824201119.1
Egypt,United Arab Emirates,Private,5112711823.2
Egypt,United Kingdom,Bilateral,2279749.8
Egypt,United Kingdom,Private,1190356297.8
Egypt,United States,Bilateral,160008000.0
Egypt,United States,Private,112500000.0
Egypt,World Bank-IBRD                         ,Multilateral,11750493000.0
Egypt,World Bank-IDA                         ,Multilateral,286199000.0
Eritrea,African Dev. Bank         ,Multilateral,89263295.9
Eritrea,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,3691000.0
Eritrea,China,Bilateral,19079178.7
Eritrea,India,Bilateral,6528000.0
Eritrea,International Fund for Agricultural Dev.,Multilateral,33075201.6
Eritrea,Italy,Bilateral,40325503.0
Eritrea,Kuwait,Bilateral,5322314.1
Eritrea,OPEC Fund for International Dev.,Multilateral,2156000.0
Eritrea,Saudi Arabia,Bilateral,6368000.0
Eritrea,United Arab Emirates,Bilateral,9308645.3
Eritrea,United States,Bilateral,28050000.0
Eritrea,World Bank-IDA                         ,Multilateral,437218000.0
Eswatini,African Dev. Bank         ,Multilateral,162916921.5
Eswatini,Arab African International Bank,Multilateral,6328000.0
Eswatini,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,14638000.0
Eswatini,China,Bilateral,185837000.0
Eswatini,European Development Fund (EDF),Multilateral,477957.2
Eswatini,European Investment Bank,Multilateral,33982530.4
Eswatini,"Germany, Fed. Rep. of",Bilateral,3036500.6
Eswatini,India,Bilateral,4000000.0
Eswatini,International Fund for Agricultural Dev.,Multilateral,11431343.9
Eswatini,Italy,Bilateral,10658898.6
Eswatini,Japan,Bilateral,30522721.3
Eswatini,Kuwait,Bilateral,17209917.3
Eswatini,Multiple Lenders,Bilateral,6223000.0
Eswatini,Nigeria,Bilateral,3352496.0
Eswatini,OPEC Fund for International Dev.,Multilateral,24183000.0
Eswatini,Saudi Arabia,Bilateral,0.0
Eswatini,South Africa,Bilateral,2304939.4
Eswatini,United Arab Emirates,Bilateral,6741456.8
Eswatini,United Kingdom,Private,9430755.0
Eswatini,United States,Bilateral,0.0
Eswatini,World Bank-IBRD                         ,Multilateral,86306000.0
Eswatini,World Bank-IDA                         ,Multilateral,447000.0
Ethiopia,African Dev. Bank         ,Multilateral,2296380790.4
Ethiopia,Arab African International Bank,Multilateral,27835000.0
Ethiopia,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,58893000.0
Ethiopia,Arab Monetary Fund,Multilateral,8627000.0
Ethiopia,Bondholders,Private,1000000000.0
Ethiopia,Bulgaria,Bilateral,8066000.0
Ethiopia,Canada,Bilateral,0.0
Ethiopia,China,Bilateral,6012892485.0
Ethiopia,China,Private,1403339000.0
Ethiopia,Czechia,Bilateral,64643.4
Ethiopia,Denmark,Private,0.0
Ethiopia,Eastern & Southern African Trade & Dev. Bank (TDB),Multilateral,24877000.0
Ethiopia,Egypt,Private,82000.0
Ethiopia,European Investment Bank,Multilateral,119012475.4
Ethiopia,France,Bilateral,249245619.0
Ethiopia,France,Private,230009000.0
Ethiopia,"Germany, Fed. Rep. of",Bilateral,20382269.6
Ethiopia,India,Bilateral,360635000.0
Ethiopia,India,Private,11478358.8
Ethiopia,International Fund for Agricultural Dev.,Multilateral,365520706.2
Ethiopia,Ireland,Private,0.0
Ethiopia,Israel,Private,120158000.0
Ethiopia,Italy,Bilateral,170911713.4
Ethiopia,Italy,Private,385246028.1
Ethiopia,Japan,Bilateral,55450485.9
Ethiopia,Japan,Private,338453000.0
Ethiopia,"Korea, Republic of",Bilateral,227193631.4
Ethiopia,Kuwait,Bilateral,85494214.8
Ethiopia,Libya,Bilateral,237287000.0
Ethiopia,Nordic Development Fund,Multilateral,8078835.8
Ethiopia,Nordic Investment Bank,Multilateral,15528493.6
Ethiopia,OPEC Fund for International Dev.,Multilateral,98985847.6
Ethiopia,Poland,Bilateral,99220000.0
Ethiopia,Russian Federation,Bilateral,162200000.0
Ethiopia,Saudi Arabia,Bilateral,44221600.0
Ethiopia,Serbia,Bilateral,101332000.0
Ethiopia,Serbia,Private,4203000.0
Ethiopia,South Africa,Private,88616000.0
Ethiopia,Sweden,Private,79761000.0
Ethiopia,Switzerland,Private,547738000.0
Ethiopia,Turkiye,Bilateral,180000000.0
Ethiopia,United Arab Emirates,Bilateral,76514.6
Ethiopia,United Arab Emirates,Private,7777000.0
Ethiopia,United Kingdom,Private,291590000.0
Ethiopia,United States,Private,1418954271.2
Ethiopia,World Bank-IDA                         ,Multilateral,11169951000.0
Gabon,African Dev. Bank         ,Multilateral,967813540.5
Gabon,African Export-Import Bank,Multilateral,59649511.6
Gabon,Austria,Private,105366910.6
Gabon,Bondholders,Private,2573326000.0
Gabon,Central Bank of West African States (BCEAO),Multilateral,108586656.9
Gabon,China,Bilateral,1017022210.1
Gabon,China,Private,120213000.0
Gabon,Dev. Bank of the Central African States (BDEAC),Multilateral,1686351.7
Gabon,European Development Fund (EDF),Multilateral,1798568.8
Gabon,European Investment Bank,Multilateral,2722770.4
Gabon,France,Bilateral,451490603.2
Gabon,France,Private,60767387.8
Gabon,India,Bilateral,725000.0
Gabon,International Fund for Agricultural Dev.,Multilateral,5374812.3
Gabon,Islamic Dev. Bank,Multilateral,132868705.5
Gabon,Israel,Private,34203387.4
Gabon,Spain,Private,63890670.8
Gabon,United States,Private,0.0
Gabon,World Bank-IBRD                         ,Multilateral,654304000.0
Gambia,African Dev. Bank         ,Multilateral,57520507.6
Gambia,Arab African International Bank,Multilateral,14665000.0
Gambia,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,44145000.0
Gambia,Belgium,Bilateral,479089.8
Gambia,China,Bilateral,27470802.5
Gambia,Economic Community of West African States (ECOWAS),Multilateral,30632930.6
Gambia,European Investment Bank,Multilateral,1504092.8
Gambia,India,Bilateral,59362000.0
Gambia,International Bank for Economic Cooperation (IBEC),Multilateral,100000.0
Gambia,International Fund for Agricultural Dev.,Multilateral,31179784.7
Gambia,Islamic Dev. Bank,Multilateral,171009235.3
Gambia,Kuwait,Bilateral,64714049.7
Gambia,Libya,Bilateral,3950000.0
Gambia,Multiple Lenders,Bilateral,9420000.0
Gambia,Netherlands,Private,792820.0
Gambia,OPEC Fund for International Dev.,Multilateral,50120000.0
Gambia,Saudi Arabia,Bilateral,81946133.4
Gambia,United Arab Emirates,Bilateral,16950034.0
Gambia,"Venezuela, Republic Bolivarian",Bilateral,18749000.0
Gambia,World Bank-IDA                         ,Multilateral,131163000.0
Ghana,African Dev. Bank         ,Multilateral,1248210969.1
Ghana,Arab Bank for Economic Dev. in Africa (BADEA),Multilateral,35189000.0
