year,donor_code,flows_code,value,indicator
2004,22,1140,0.79,ODA GNI
2004,40,1140,0.16,ODA GNI
2004,50,1140,0.24,ODA GNI
2004,68,1140,0.11,ODA GNI
2004,69,1140,0.07,ODA GNI
2004,75,1140,0.07,ODA GNI
2004,76,1140,0.05,ODA GNI
2004,84,1140,0.04,ODA GNI
2004,301,1140,0.27,ODA GNI
2004,302,1140,0.17,ODA GNI
2004,701,1140,0.19,ODA GNI
2004,742,1140,0.06,ODA GNI
2004,801,1140,0.25,ODA GNI
2004,820,1140,0.23,ODA GNI
2004,918,1140,,ODA GNI
2005,1,1140,0.52,ODA GNI
2005,2,1140,0.53,ODA GNI
2005,3,1140,0.81,ODA GNI
2005,4,1140,0.47,ODA GNI
2005,5,1140,0.36,ODA GNI
2005,6,1140,0.29,ODA GNI
2005,7,1140,0.82,ODA GNI
2005,8,1140,0.94,ODA GNI
2005,9,1140,0.21,ODA GNI
2005,10,1140,0.94,ODA GNI
2005,11,1140,0.42,ODA GNI
2005,12,1140,0.47,ODA GNI
2005,18,1140,0.46,ODA GNI
2005,20,1140,0.18,ODA GNI
2005,21,1140,0.42,ODA GNI
2005,22,1140,0.79,ODA GNI
2005,40,1140,0.17,ODA GNI
2005,50,1140,0.27,ODA GNI
2005,61,1140,0.11,ODA GNI
2005,68,1140,0.11,ODA GNI
2005,69,1140,,ODA GNI
2005,75,1140,0.11,ODA GNI
2005,76,1140,0.07,ODA GNI
2005,84,1140,0.06,ODA GNI
2005,301,1140,0.34,ODA GNI
2005,302,1140,0.23,ODA GNI
2005,701,1140,0.28,ODA GNI
2005,742,1140,0.1,ODA GNI
2005,801,1140,0.25,ODA GNI
2005,820,1140,0.27,ODA GNI
2005,918,1140,,ODA GNI
2006,1,1140,0.47,ODA GNI
2006,2,1140,0.5,ODA GNI
2006,3,1140,0.8,ODA GNI
2006,4,1140,0.47,ODA GNI
2006,5,1140,0.36,ODA GNI
2006,6,1140,0.2,ODA GNI
2006,7,1140,0.81,ODA GNI
2006,8,1140,0.89,ODA GNI
2006,9,1140,0.21,ODA GNI
2006,10,1140,1.02,ODA GNI
2006,11,1140,0.38,ODA GNI
2006,12,1140,0.51,ODA GNI
2006,18,1140,0.4,ODA GNI
2006,20,1140,0.27,ODA GNI
2006,21,1140,0.54,ODA GNI
2006,22,1140,0.89,ODA GNI
2006,40,1140,0.17,ODA GNI
2006,50,1140,0.32,ODA GNI
2006,61,1140,0.12,ODA GNI
2006,68,1140,0.12,ODA GNI
2006,69,1140,0.1,ODA GNI
2006,75,1140,0.13,ODA GNI
2006,76,1140,0.09,ODA GNI
2006,84,1140,0.08,ODA GNI
2006,301,1140,0.29,ODA GNI
2006,302,1140,0.18,ODA GNI
2006,701,1140,0.25,ODA GNI
2006,742,1140,0.05,ODA GNI
2006,801,1140,0.3,ODA GNI
2006,820,1140,0.27,ODA GNI
2006,918,1140,,ODA GNI
2007,1,1140,0.5,ODA GNI
2007,2,1140,0.43,ODA GNI
2007,3,1140,0.81,ODA GNI
2007,4,1140,0.38,ODA GNI
2007,5,1140,0.37,ODA GNI
2007,6,1140,0.19,ODA GNI
2007,7,1140,0.81,ODA GNI
2007,8,1140,0.95,ODA GNI
2007,9,1140,0.22,ODA GNI
2007,10,1140,0.93,ODA GNI
2007,11,1140,0.37,ODA GNI
2007,12,1140,0.36,ODA GNI
2007,18,1140,0.39,ODA GNI
2007,20,1140,0.27,ODA GNI
2007,21,1140,0.55,ODA GNI
2007,22,1140,0.92,ODA GNI
2007,40,1140,0.16,ODA GNI
2007,50,1140,0.37,ODA GNI
2007,61,1140,0.12,ODA GNI
2007,68,1140,0.11,ODA GNI
2007,69,1140,0.09,ODA GNI
2007,75,1140,0.08,ODA GNI
2007,76,1140,0.1,ODA GNI
2007,84,1140,0.11,ODA GNI
2007,301,1140,0.29,ODA GNI
2007,302,1140,0.16,ODA GNI
2007,701,1140,0.17,ODA GNI
2007,742,1140,0.07,ODA GNI
2007,801,1140,0.32,ODA GNI
2007,820,1140,0.27,ODA GNI
2007,918,1140,,ODA GNI
2008,1,1140,0.43,ODA GNI
2008,2,1140,0.48,ODA GNI
2008,3,1140,0.82,ODA GNI
2008,4,1140,0.39,ODA GNI
2008,5,1140,0.38,ODA GNI
2008,6,1140,0.22,ODA GNI
2008,7,1140,0.8,ODA GNI
2008,8,1140,0.89,ODA GNI
2008,9,1140,0.27,ODA GNI
2008,10,1140,0.98,ODA GNI
2008,11,1140,0.42,ODA GNI
2008,12,1140,0.43,ODA GNI
2008,18,1140,0.44,ODA GNI
2008,20,1140,0.36,ODA GNI
2008,21,1140,0.59,ODA GNI
2008,22,1140,0.97,ODA GNI
2008,40,1140,0.21,ODA GNI
2008,50,1140,0.45,ODA GNI
2008,61,1140,0.13,ODA GNI
2008,68,1140,0.12,ODA GNI
2008,69,1140,0.1,ODA GNI
2008,75,1140,0.08,ODA GNI
2008,76,1140,0.08,ODA GNI
2008,84,1140,0.11,ODA GNI
2008,301,1140,0.33,ODA GNI
2008,302,1140,0.18,ODA GNI
2008,701,1140,0.19,ODA GNI
2008,742,1140,0.09,ODA GNI
2008,801,1140,0.32,ODA GNI
2008,820,1140,0.3,ODA GNI
2008,918,1140,,ODA GNI
2009,1,1140,0.3,ODA GNI
2009,2,1140,0.55,ODA GNI
2009,3,1140,0.88,ODA GNI
2009,4,1140,0.47,ODA GNI
2009,5,1140,0.35,ODA GNI
2009,6,1140,0.16,ODA GNI
2009,7,1140,0.82,ODA GNI
2009,8,1140,1.06,ODA GNI
2009,9,1140,0.23,ODA GNI
2009,10,1140,1.12,ODA GNI
2009,11,1140,0.44,ODA GNI
2009,12,1140,0.51,ODA GNI
2009,18,1140,0.54,ODA GNI
2009,20,1140,0.33,ODA GNI
2009,21,1140,0.54,ODA GNI
2009,22,1140,1.04,ODA GNI
2009,40,1140,0.19,ODA GNI
2009,50,1140,0.46,ODA GNI
2009,61,1140,0.15,ODA GNI
2009,68,1140,0.12,ODA GNI
2009,69,1140,0.09,ODA GNI
2009,75,1140,0.1,ODA GNI
2009,76,1140,0.09,ODA GNI
2009,84,1140,0.11,ODA GNI
2009,301,1140,0.3,ODA GNI
2009,302,1140,0.21,ODA GNI
2009,701,1140,0.18,ODA GNI
2009,742,1140,0.1,ODA GNI
2009,801,1140,0.29,ODA GNI
2009,820,1140,0.28,ODA GNI
2009,918,1140,,ODA GNI
2010,1,1140,0.32,ODA GNI
2010,2,1140,0.64,ODA GNI
2010,3,1140,0.91,ODA GNI
2010,4,1140,0.5,ODA GNI
2010,5,1140,0.39,ODA GNI
2010,6,1140,0.15,ODA GNI
2010,7,1140,0.81,ODA GNI
2010,8,1140,1.05,ODA GNI
2010,9,1140,0.29,ODA GNI
2010,10,1140,0.97,ODA GNI
2010,11,1140,0.39,ODA GNI
2010,12,1140,0.57,ODA GNI
2010,18,1140,0.55,ODA GNI
2010,20,1140,0.26,ODA GNI
2010,21,1140,0.52,ODA GNI
2010,22,1140,1.05,ODA GNI
2010,40,1140,0.17,ODA GNI
2010,50,1140,0.43,ODA GNI
2010,61,1140,0.13,ODA GNI
2010,68,1140,0.13,ODA GNI
2010,69,1140,0.09,ODA GNI
2010,75,1140,0.09,ODA GNI
2010,76,1140,0.08,ODA GNI
2010,84,1140,0.1,ODA GNI
2010,301,1140,0.34,ODA GNI
2010,302,1140,0.2,ODA GNI
2010,701,1140,0.2,ODA GNI
2010,742,1140,0.12,ODA GNI
2010,801,1140,0.32,ODA GNI
2010,820,1140,0.26,ODA GNI
2010,918,1140,,ODA GNI
2011,1,1140,0.27,ODA GNI
2011,2,1140,0.54,ODA GNI
2011,3,1140,0.85,ODA GNI
2011,4,1140,0.46,ODA GNI
2011,5,1140,0.39,ODA GNI
2011,6,1140,0.2,ODA GNI
2011,7,1140,0.75,ODA GNI
2011,8,1140,0.96,ODA GNI
2011,9,1140,0.31,ODA GNI
2011,10,1140,1.02,ODA GNI
2011,11,1140,0.46,ODA GNI
2011,12,1140,0.56,ODA GNI
2011,18,1140,0.53,ODA GNI
2011,20,1140,0.2,ODA GNI
2011,21,1140,0.51,ODA GNI
2011,22,1140,0.97,ODA GNI
2011,40,1140,0.15,ODA GNI
2011,50,1140,0.29,ODA GNI
2011,61,1140,0.13,ODA GNI
2011,68,1140,0.12,ODA GNI
2011,69,1140,0.09,ODA GNI
2011,75,1140,0.11,ODA GNI
2011,76,1140,0.08,ODA GNI
2011,84,1140,0.13,ODA GNI
2011,301,1140,0.32,ODA GNI
2011,302,1140,0.2,ODA GNI
2011,701,1140,0.18,ODA GNI
2011,742,1140,0.12,ODA GNI
2011,801,1140,0.34,ODA GNI
2011,820,1140,0.28,ODA GNI
2011,918,1140,,ODA GNI
2012,1,1140,0.28,ODA GNI
2012,2,1140,0.47,ODA GNI
2012,3,1140,0.83,ODA GNI
2012,4,1140,0.45,ODA GNI
2012,5,1140,0.37,ODA GNI
2012,6,1140,0.14,ODA GNI
2012,7,1140,0.71,ODA GNI
2012,8,1140,0.93,ODA GNI
2012,9,1140,0.28,ODA GNI
2012,10,1140,0.97,ODA GNI
2012,11,1140,0.47,ODA GNI
2012,12,1140,0.56,ODA GNI
2012,18,1140,0.53,ODA GNI
2012,20,1140,0.2,ODA GNI
2012,21,1140,0.47,ODA GNI
2012,22,1140,1.0,ODA GNI
2012,40,1140,0.13,ODA GNI
2012,50,1140,0.16,ODA GNI
2012,61,1140,0.13,ODA GNI
2012,68,1140,0.12,ODA GNI
2012,69,1140,0.09,ODA GNI
2012,75,1140,0.1,ODA GNI
2012,76,1140,0.09,ODA GNI
2012,84,1140,0.13,ODA GNI
2012,301,1140,0.32,ODA GNI
2012,302,1140,0.19,ODA GNI
2012,701,1140,0.17,ODA GNI
2012,742,1140,0.14,ODA GNI
2012,801,1140,0.36,ODA GNI
2012,820,1140,0.28,ODA GNI
2012,918,1140,,ODA GNI
2013,1,1140,0.27,ODA GNI
2013,2,1140,0.45,ODA GNI
2013,3,1140,0.85,ODA GNI
2013,4,1140,0.41,ODA GNI
2013,5,1140,0.38,ODA GNI
2013,6,1140,0.17,ODA GNI
2013,7,1140,0.67,ODA GNI
2013,8,1140,1.07,ODA GNI
2013,9,1140,0.23,ODA GNI
2013,10,1140,1.01,ODA GNI
2013,11,1140,0.46,ODA GNI
2013,12,1140,0.7,ODA GNI
2013,18,1140,0.54,ODA GNI
2013,20,1140,0.23,ODA GNI
2013,21,1140,0.46,ODA GNI
2013,22,1140,1.0,ODA GNI
2013,40,1140,0.1,ODA GNI
2013,50,1140,0.17,ODA GNI
2013,61,1140,0.13,ODA GNI
2013,68,1140,0.11,ODA GNI
2013,69,1140,0.09,ODA GNI
2013,75,1140,0.1,ODA GNI
2013,76,1140,0.1,ODA GNI
2013,84,1140,0.11,ODA GNI
2013,301,1140,0.27,ODA GNI
2013,302,1140,0.18,ODA GNI
2013,701,1140,0.22,ODA GNI
2013,742,1140,0.13,ODA GNI
2013,801,1140,0.33,ODA GNI
2013,820,1140,0.26,ODA GNI
2013,918,1140,,ODA GNI
2014,1,1140,0.28,ODA GNI
2014,2,1140,0.46,ODA GNI
2014,3,1140,0.86,ODA GNI
2014,4,1140,0.37,ODA GNI
2014,5,1140,0.42,ODA GNI
2014,6,1140,0.19,ODA GNI
2014,7,1140,0.64,ODA GNI
2014,8,1140,1.0,ODA GNI
2014,9,1140,0.19,ODA GNI
2014,10,1140,1.09,ODA GNI
2014,11,1140,0.49,ODA GNI
2014,12,1140,0.7,ODA GNI
2014,18,1140,0.59,ODA GNI
2014,20,1140,0.22,ODA GNI
2014,21,1140,0.38,ODA GNI
2014,22,1140,1.06,ODA GNI
2014,40,1140,0.11,ODA GNI
2014,50,1140,0.13,ODA GNI
2014,61,1140,0.12,ODA GNI
2014,68,1140,0.11,ODA GNI
2014,69,1140,0.09,ODA GNI
2014,75,1140,0.11,ODA GNI
2014,76,1140,0.09,ODA GNI
2014,84,1140,0.1,ODA GNI
2014,301,1140,0.24,ODA GNI
2014,302,1140,0.19,ODA GNI
2014,701,1140,0.2,ODA GNI
2014,742,1140,0.13,ODA GNI
2014,801,1140,0.31,ODA GNI
2014,820,1140,0.27,ODA GNI
2014,918,1140,,ODA GNI
2015,1,1140,0.35,ODA GNI
2015,2,1140,0.42,ODA GNI
2015,3,1140,0.85,ODA GNI
2015,4,1140,0.37,ODA GNI
2015,5,1140,0.52,ODA GNI
2015,6,1140,0.22,ODA GNI
2015,7,1140,0.75,ODA GNI
2015,8,1140,1.05,ODA GNI
2015,9,1140,0.16,ODA GNI
2015,10,1140,1.4,ODA GNI
2015,11,1140,0.51,ODA GNI
2015,12,1140,0.7,ODA GNI
2015,18,1140,0.55,ODA GNI
2015,20,1140,0.24,ODA GNI
2015,21,1140,0.32,ODA GNI
2015,22,1140,0.95,ODA GNI
2015,40,1140,0.12,ODA GNI
2015,50,1140,0.12,ODA GNI
2015,61,1140,0.15,ODA GNI
2015,68,1140,0.12,ODA GNI
2015,69,1140,0.1,ODA GNI
2015,75,1140,0.13,ODA GNI
2015,76,1140,0.1,ODA GNI
2015,84,1140,0.12,ODA GNI
2015,301,1140,0.28,ODA GNI
2015,302,1140,0.17,ODA GNI
2015,701,1140,0.2,ODA GNI
2015,742,1140,0.14,ODA GNI
2015,801,1140,0.29,ODA GNI
2015,820,1140,0.27,ODA GNI
2015,918,1140,,ODA GNI
2016,1,1140,0.42,ODA GNI
2016,2,1140,0.5,ODA GNI
2016,3,1140,0.75,ODA GNI
2016,4,1140,0.38,ODA GNI
2016,5,1140,0.7,ODA GNI
2016,6,1140,0.27,ODA GNI
2016,7,1140,0.65,ODA GNI
2016,8,1140,1.12,ODA GNI
2016,9,1140,0.17,ODA GNI
2016,10,1140,0.94,ODA GNI
2016,11,1140,0.53,ODA GNI
2016,12,1140,0.7,ODA GNI
2016,18,1140,0.44,ODA GNI
2016,20,1140,0.28,ODA GNI
2016,21,1140,0.32,ODA GNI
2016,22,1140,1.0,ODA GNI
2016,40,1140,0.19,ODA GNI
2016,50,1140,0.34,ODA GNI
2016,61,1140,0.19,ODA GNI
2016,68,1140,0.14,ODA GNI
2016,69,1140,0.12,ODA GNI
2016,75,1140,0.17,ODA GNI
2016,76,1140,0.15,ODA GNI
2016,84,1140,0.14,ODA GNI
2016,301,1140,0.26,ODA GNI
2016,302,1140,0.19,ODA GNI
2016,701,1140,0.2,ODA GNI
2016,742,1140,0.16,ODA GNI
2016,801,1140,0.27,ODA GNI
2016,820,1140,0.25,ODA GNI
2016,918,1140,,ODA GNI
2017,1,1140,0.3,ODA GNI
2017,2,1140,0.45,ODA GNI
2017,3,1140,0.74,ODA GNI
2017,4,1140,0.43,ODA GNI
2017,5,1140,0.67,ODA GNI
2017,6,1140,0.3,ODA GNI
2017,7,1140,0.6,ODA GNI
2017,8,1140,0.99,ODA GNI
2017,9,1140,0.18,ODA GNI
2017,10,1140,1.02,ODA GNI
2017,11,1140,0.45,ODA GNI
2017,12,1140,0.7,ODA GNI
2017,18,1140,0.42,ODA GNI
2017,20,1140,0.28,ODA GNI
2017,21,1140,0.32,ODA GNI
2017,22,1140,1.0,ODA GNI
2017,40,1140,0.16,ODA GNI
2017,50,1140,0.19,ODA GNI
2017,61,1140,0.16,ODA GNI
2017,68,1140,0.15,ODA GNI
2017,69,1140,0.13,ODA GNI
2017,75,1140,0.11,ODA GNI
2017,76,1140,0.13,ODA GNI
2017,84,1140,0.13,ODA GNI
2017,301,1140,0.26,ODA GNI
2017,302,1140,0.18,ODA GNI
2017,701,1140,0.23,ODA GNI
2017,742,1140,0.14,ODA GNI
2017,801,1140,0.23,ODA GNI
2017,820,1140,0.23,ODA GNI
2017,918,1140,,ODA GNI
2018,1,1140,0.26,ODA GNI
2018,2,1140,0.43,ODA GNI
2018,3,1140,0.72,ODA GNI
2018,4,1140,0.43,ODA GNI
2018,5,1140,0.61,ODA GNI
2018,6,1140,0.25,ODA GNI
2018,7,1140,0.62,ODA GNI
2018,8,1140,0.94,ODA GNI
2018,9,1140,0.18,ODA GNI
2018,10,1140,1.07,ODA GNI
2018,11,1140,0.44,ODA GNI
2018,12,1140,0.7,ODA GNI
2018,18,1140,0.36,ODA GNI
2018,20,1140,0.28,ODA GNI
2018,21,1140,0.31,ODA GNI
2018,22,1140,0.98,ODA GNI
2018,40,1140,0.13,ODA GNI
2018,50,1140,0.2,ODA GNI
2018,61,1140,0.16,ODA GNI
2018,68,1140,0.13,ODA GNI
2018,69,1140,0.13,ODA GNI
2018,75,1140,0.21,ODA GNI
2018,76,1140,0.14,ODA GNI
2018,84,1140,0.12,ODA GNI
2018,301,1140,0.28,ODA GNI
2018,302,1140,0.16,ODA GNI
2018,701,1140,0.28,ODA GNI
2018,742,1140,0.14,ODA GNI
2018,801,1140,0.23,ODA GNI
2018,820,1140,0.28,ODA GNI
2018,918,1140,,ODA GNI
2019,1,1140,0.28,ODA GNI
2019,2,1140,0.41,ODA GNI
2019,3,1140,0.72,ODA GNI
2019,4,1140,0.44,ODA GNI
2019,5,1140,0.61,ODA GNI
2019,6,1140,0.22,ODA GNI
2019,7,1140,0.59,ODA GNI
2019,8,1140,1.03,ODA GNI
2019,9,1140,0.17,ODA GNI
2019,10,1140,0.96,ODA GNI
2019,11,1140,0.44,ODA GNI
2019,12,1140,0.7,ODA GNI
2019,18,1140,0.42,ODA GNI
2019,20,1140,0.25,ODA GNI
2019,21,1140,0.32,ODA GNI
2019,22,1140,1.03,ODA GNI
2019,40,1140,0.18,ODA GNI
2019,50,1140,0.21,ODA GNI
2019,61,1140,0.17,ODA GNI
2019,68,1140,0.13,ODA GNI
2019,69,1140,0.11,ODA GNI
2019,75,1140,0.21,ODA GNI
2019,76,1140,0.14,ODA GNI
2019,84,1140,0.13,ODA GNI
2019,301,1140,0.27,ODA GNI
2019,302,1140,0.15,ODA GNI
2019,701,1140,0.29,ODA GNI
2019,742,1140,0.15,ODA GNI
2019,801,1140,0.21,ODA GNI
2019,820,1140,0.28,ODA GNI
2019,918,1140,,ODA GNI
2020,1,1140,0.3,ODA GNI
2020,2,1140,0.48,ODA GNI
2020,3,1140,0.72,ODA GNI
2020,4,1140,0.53,ODA GNI
2020,5,1140,0.73,ODA GNI
2020,6,1140,0.22,ODA GNI
2020,7,1140,0.59,ODA GNI
2020,8,1140,1.11,ODA GNI
2020,9,1140,0.18,ODA GNI
2020,10,1140,1.14,ODA GNI
2020,11,1140,0.49,ODA GNI
2020,12,1140,0.7,ODA GNI
2020,18,1140,0.47,ODA GNI
2020,20,1140,0.27,ODA GNI
2020,21,1140,0.31,ODA GNI
2020,22,1140,1.03,ODA GNI
2020,40,1140,0.17,ODA GNI
2020,50,1140,0.23,ODA GNI
2020,61,1140,0.17,ODA GNI
2020,68,1140,0.13,ODA GNI
2020,69,1140,0.14,ODA GNI
2020,75,1140,0.27,ODA GNI
2020,76,1140,0.14,ODA GNI
2020,84,1140,0.13,ODA GNI
2020,301,1140,0.31,ODA GNI
2020,302,1140,0.17,ODA GNI
2020,701,1140,0.31,ODA GNI
2020,742,1140,0.14,ODA GNI
2020,801,1140,0.21,ODA GNI
2020,820,1140,0.26,ODA GNI
2020,918,1140,,ODA GNI
2021,1,1140,0.31,ODA GNI
2021,2,1140,0.43,ODA GNI
2021,3,1140,0.71,ODA GNI
2021,4,1140,0.51,ODA GNI
2021,5,1140,0.76,ODA GNI
2021,6,1140,0.29,ODA GNI
2021,7,1140,0.52,ODA GNI
2021,8,1140,0.93,ODA GNI
2021,9,1140,0.18,ODA GNI
2021,10,1140,0.91,ODA GNI
2021,11,1140,0.5,ODA GNI
2021,12,1140,0.5,ODA GNI
2021,18,1140,0.47,ODA GNI
2021,20,1140,0.28,ODA GNI
2021,21,1140,0.3,ODA GNI
2021,22,1140,0.99,ODA GNI
2021,40,1140,0.16,ODA GNI
2021,50,1140,0.26,ODA GNI
2021,61,1140,0.19,ODA GNI
2021,68,1140,0.13,ODA GNI
2021,69,1140,0.14,ODA GNI
2021,75,1140,0.28,ODA GNI
2021,76,1140,0.15,ODA GNI
2021,84,1140,0.14,ODA GNI
2021,301,1140,0.32,ODA GNI
2021,302,1140,0.2,ODA GNI
2021,701,1140,0.34,ODA GNI
2021,742,1140,0.16,ODA GNI
2021,801,1140,0.22,ODA GNI
2021,820,1140,0.28,ODA GNI
2021,918,1140,,ODA GNI
2022,1,1140,0.39,ODA GNI
2022,2,1140,0.45,ODA GNI
2022,3,1140,0.7,ODA GNI
2022,4,1140,0.56,ODA GNI
2022,5,1140,0.83,ODA GNI
2022,6,1140,0.32,ODA GNI
2022,7,1140,0.67,ODA GNI
2022,8,1140,0.86,ODA GNI
2022,9,1140,0.23,ODA GNI
2022,10,1140,0.9,ODA GNI
2022,11,1140,0.56,ODA GNI
2022,12,1140,0.51,ODA GNI
2022,18,1140,0.58,ODA GNI
2022,20,1140,0.34,ODA GNI
2022,21,1140,0.64,ODA GNI
2022,22,1140,1.0,ODA GNI
2022,40,1140,0.14,ODA GNI
2022,50,1140,0.3,ODA GNI
2022,61,1140,0.27,ODA GNI
2022,68,1140,0.36,ODA GNI
2022,69,1140,0.15,ODA GNI
2022,75,1140,0.28,ODA GNI
2022,76,1140,0.51,ODA GNI
2022,84,1140,0.29,ODA GNI
2022,301,1140,0.37,ODA GNI
2022,302,1140,0.22,ODA GNI
2022,701,1140,0.39,ODA GNI
2022,742,1140,0.17,ODA GNI
2022,801,1140,0.19,ODA GNI
2022,820,1140,0.23,ODA GNI
2022,918,1140,,ODA GNI
